job title,description,company,salary range,url
"Data Scientist (Gen AI), Manager, Data & AI, Technology Consulting","We are looking for a Data Scientist within the DnA team in our Singapore office. This role is offered on a flexible full time basis.
Your key respo...",Ernst & Young Solutions LLP,,https://www.jobstreet.com.sg/job/75144926
Data Analyst (Banking Enterprise Data Management),"- Assist Enterprise Data Management (EDM) on user queries, data investigation, user acceptance testing, data quality and completeness check, reconc...",D L Resources Pte Ltd,,https://www.jobstreet.com.sg/job/75287808
Data Science & AI - Classroom Assistant Trainer,Experienced in Data Science & AI through study or work.,Institute Of Data Pte. Ltd.,,https://www.jobstreet.com.sg/job/75314410
"AVP, Market Data Analyst, Data Strategy Group","You will actively manage GIC s data through technology-enabled activities such as data sourcing, maintenance, and remediation. Our stewardship ensu...",GIC Private Limited,,https://www.jobstreet.com.sg/job/75179451
"Intern - Assurance, Audit Analytics Technology",You will be an integral and trusted member of the Assurance team where you will perform dual roles in helping drive data analytics and automation s...,Ernst & Young Solutions LLP,,https://www.jobstreet.com.sg/job/75288103
Research Associate (Environmental Analytics),The project is a partnership between the National University of Singapore and the Singapore Housing Development Board. It is funded through the Min...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75368954
IT Data Analyst,Data Analyst role to analyze data in company perspectives using data virtualization and improvement.,Shimano Singapore Pte Ltd,"$3,400 – $5,000 per month",https://www.jobstreet.com.sg/job/75018380
Data Engineer (Contract),Data Engineer (Contract),Kerry Consulting Pte Ltd,Day rate - Multi year project,https://www.jobstreet.com.sg/job/75371174
Business Intelligence Analyst (Operations) - SG Business Intelligence,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75277683
Business Analyst| Data Analytics up to $8K (MNC/ BANK),Participate in data projects for Investment Advisory and Products team ,Adecco Personnel Pte Ltd.,,https://www.jobstreet.com.sg/job/74995545
Lead Data Scientist II,Operations Research: Understand strategic business objectives and provide advanced analytical research; use statistical and mathematical programmin...,FedEx Express AMEA,,https://www.jobstreet.com.sg/job/75142478
"Executive/Senior Executive, NUHS Education & Research Office(6270)","To leverage data-driven insights and analysis in support of the overall mission and objectives of NUHS, aiming to improve patient care outcomes, en...",National University Health System,,https://www.jobstreet.com.sg/job/75179652
MI Analytics Solution Analyst,The role is responsible for implementing the analytics solutions within the Transformation Programme. The individual will work with the FFP Data wo...,Prudential (WM Group- Linda Quah),,https://www.jobstreet.com.sg/job/75140102
Manufacturing Intelligence Director,The Manufacturing Intelligence Director is a critical transformational role supporting the delivery of GSK s Smart manufacturing programme focused ...,GlaxoSmithKline Pte Ltd,,https://www.jobstreet.com.sg/job/75331586
Manufacturing Intelligence Director,The Manufacturing Intelligence Director is a critical transformational role supporting the delivery of GSK s Smart manufacturing programme focused ...,GlaxoSmithKline Pte Ltd,,https://www.jobstreet.com.sg/job/75333605
"Business Intelligence Analyst - Business Intelligence, Cross Border",The Cross Border team at Shopee empowers sellers from all over the world to sell into the Southeast Asia and Taiwan region. The team helps...,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75276821
Business Intelligence Analyst,The Business Intelligence Analyst will play a crucial role in extracting meaningful insights from data to contribute to strategic decision-making.,Duotech Pte. Ltd.,"$7,000 – $10,000 per month",https://www.jobstreet.com.sg/job/75163182
Senior Data Analyst-Customer Service Platform,"1. Responsible for building and improving overseas e-commerce business customer service data evaluation and monitoring system, including service ex...",BYTEDANCE PTE. LTD.,,https://www.jobstreet.com.sg/job/75145027
Data scientist,"As a data scientist at Elevate Tech, you will be responsible for creating algorithms and models to to improve Elevate Tech s predictive maintenance...",ELEVATE TECH PTE. LTD.,,https://www.jobstreet.com.sg/job/75144851
Associate Scientist,Interested applicants are invited to apply directly at the NUS Career Portal. Your application will be processed only if you apply via NUS Career P...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75369597
Data Engineer (1-Year Renewable Contract),We are seeking an experienced Data Engineer to join our dynamic Data Analytics & Insights team. The ideal candidate will bring strong technical exp...,FCM,,https://www.jobstreet.com.sg/job/75327853
Data Engineer Intern - Marketplace Intelligence & Data (Summer 2024),--,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75246731
"FVP, AI & Machine Learning Practitioner, Data Management Office",-,United Overseas Bank Limited (UOB),,https://www.jobstreet.com.sg/job/75367494
Auto-finance Middle Office Intern – Business Analytics,"X Star Technology, a leading fin-tech company, is seeking a motivated, detail-oriented and analytical intern to join our team",X Star Technology Pte Ltd,"$800 – $1,200 per month",https://www.jobstreet.com.sg/job/75183991
Junior Quantitative Analyst,Junior Quantitative Analyst- Fresh Graduates are welcomed,Ambition Group Singapore Pte. Ltd. (SG),$96000.00 - $120000.00 p.a.,https://www.jobstreet.com.sg/job/75341658
"AVP/Manager Data Engineer, GMET",-,United Overseas Bank Limited (UOB),,https://www.jobstreet.com.sg/job/75384219
"Senior Consultant, Data & AI Strategy",-,NCS Pte Ltd,"$10,000 – $15,000 per month",https://www.jobstreet.com.sg/job/75224235
"Data Analyst Intern - Warehouse Operations, Regional Operations (Summer 2024)",-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75222479
Data Engineer - Marketplace Intelligence and Data,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75310060
AI Systems Intern,You have a passion for learning. You are passionate about the field of large-scale distributed computing in AI and HPC workloads. You take responsi...,Advanced Micro Devices (S) Pte Ltd,,https://www.jobstreet.com.sg/job/75331929
"Senior/Executive, Business Analytics",business analytics duties such as preparing and analysing operational data,National Cancer Centre Singapore Pte Ltd,,https://www.jobstreet.com.sg/job/75132194
Head of Analytics and Business Intelligence,"Are you passionate about shaping the future of data architecture, business intelligence and realize the inherent value? BW LPG, a global leader in ...",Hyperscal Solutions,,https://www.jobstreet.com.sg/job/75295775
Lead / Senior Emission Analyst,"As a Lead / Senior Emission Analyst in Global Sustainability Team, you will be responsible for leading critical emissions data collection at Micron...",MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,,https://www.jobstreet.com.sg/job/75327915
Data Analyst (Tableau Engineer),Data Analyst (Tableau Engineer) at Bank - Minimum of 5 years of experience as a Data Analyst,A-IT Software Services Pte Ltd,"$4,000 – $6,000 per month",https://www.jobstreet.com.sg/job/75066089
Quantitative Analyst,https://chevron.wd5.myworkdayjobs.com/jobs/job/Singapore-Central-Singapore-Singapore/Quantitative-Analyst_R000051224-3,Chevron Singapore Pte Ltd,"$12,000 – $18,000 per month",https://www.jobstreet.com.sg/job/75274155
Senior Data Scientist.,-,Monetary Authority of Singapore (MAS),,https://www.jobstreet.com.sg/job/75160244
Data Engineer,You will collaborate with stakeholders to understand their strategic objectives and identify opportunities to leverage data and data quality.,Activate Interactive Pte Ltd,,https://www.jobstreet.com.sg/job/75208672
Internship - Product Engineering: Data Scientist,"Does this sound like just the right challenge for you? If so, we look forward to getting to know you!",Infineon Technologies,,https://www.jobstreet.com.sg/job/75185457
People Analytics Manager,"As a People Analytics Manager in the People Operations Team at Traveloka, you will work as critical partners to the business. Our focus is on growi...",SG01 Traveloka Technology Pte Ltd,,https://www.jobstreet.com.sg/job/75291084
"Business Analyst - Seller Operations, Regional Operations",-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75254872
Algorithm Engineer Intern - Marketplace Intelligence and Data (Summer 2024),--,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75242793
Data engineer - trading,"Our client, a major Systematic Trading firm, is looking to hire an experienced Data Engineer to develop a cutting-edge data platform and work close...",Capital Markets Recruitment,,https://www.jobstreet.com.sg/job/75287703
Business Analyst Intern - Regional SPX (Spring 2024 & Summer 2024),--,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75244329
Data Engineer,6.Continuous Enhancement: Stay updated on industry trends and best practices in data analysis and engineering. Propose and implement process enhanc...,Goldtech Resources Pte Ltd,,https://www.jobstreet.com.sg/job/75305809
Data Analyst,"As a Data Engineer, you will:
  Build robust distributed systems to process large scale data streams into useful applications
  Engineer fast, real...",CINCH SG PTE. LTD.,,https://www.jobstreet.com.sg/job/75028778
"Executive/Senior Executive, NUHS Education & Research Office","To leverage data-driven insights and analysis in support of the overall mission and objectives of NUHS, aiming to improve patient care outcomes, en...",National University Health System,,https://www.jobstreet.com.sg/job/75170533
"AVP/VP, Data Product Manager (Investment Data Cluster), Data Strategy Group","You will actively manage GIC s data through technology-enabled activities such as data sourcing, maintenance, and remediation. Our stewardship ensu...",GIC Private Limited,,https://www.jobstreet.com.sg/job/75276085
BI Engineer APAC,"In this position, located in Singapore, you are reporting to Chief Business Development Office APAC, who oversees the development of Data Strategy ...",ASENDIA SINGAPORE PTE. LTD.,,https://www.jobstreet.com.sg/job/75332181
Data Product Manager - Marketplace,--,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75217050
Manager / Assistant Senior Manager (Data Analytics),Manager / Assistant Senior Manager (Data Analytics),National University of Singapore,,https://www.jobstreet.com.sg/job/74914693
"VP, Data Governance, Data Management Office","DMO believes that data is key to responsible innovation, growth, and competitive advantage in the banking industry. Our mission is to leverage our ...",United Overseas Bank Limited (UOB),,https://www.jobstreet.com.sg/job/75329602
Analyst Programmer,Friendly Environment,OPUS IT Services Pte Ltd,"$4,600 – $4,800 per month",https://www.jobstreet.com.sg/job/75216247
Data Engineer (PowerBI/Python),"Stay up-to-date with emerging trends and technologies in data engineering and PowerBI.
Manage projects from POC to production deployment.
Primarily...",ASTEK Singapore Innovation Technology Pte. Ltd.,,https://www.jobstreet.com.sg/job/75239172
Senior Data Analyst-Customer Service Platform,"1. Responsible for building and improving overseas e-commerce business customer service data evaluation and monitoring system, including service ex...",BYTEDANCE PTE. LTD.,,https://www.jobstreet.com.sg/job/75144592
Internship - Supply Chain Data Scientist,"Does this sound like just the right challenge for you? If so, we look forward to getting to know you!",Infineon Technologies,,https://www.jobstreet.com.sg/job/75191459
Data Scientist - Trust and Safety,"We are looking for talented data scientist who can take initiatives, design and develop advanced data-driven solutions. A successful candidate will...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75179294
Research Engineer/Fellow (Video Analytics) - BH1,"As a University of Applied Learning, SIT works closely with industry in our research pursuits.",Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/75319970
"Research Fellow, Office for Service Transformation (Contract)","You will support the evaluation of innovation projects, which is a critical step in identifying high impact projects that benefit patients and staff.",Singapore Health Services Pte Ltd (SingHealth HQ),,https://www.jobstreet.com.sg/job/75124642
"Principal Research Scientist, Amazon",We are seeking a Principal Research Scientist to lead machine learning science and products in Amazon Japan's Logistics Science Division. Amazon Ja...,Amazon Asia Pacific Resources,,https://www.jobstreet.com.sg/job/75368438
Assistant Analyst Manager,MNC Logistics Company,JTE Recruit Pte Ltd,"$5,200 – $7,200 per month",https://www.jobstreet.com.sg/job/75121435
Data Scientist,"Aptar Digital Health is a pioneering healthcare technology company, committed to leveraging cutting-edge technologies to solve real-world problems ...",Aptar Digital Health,,https://www.jobstreet.com.sg/job/75071091
"Fraud Business Analyst - Fraud, Regional Operations",--,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75245843
"Business Analyst, Regional Operations (Return and Refund)",--,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75214594
MI Data Sourcing Analyst,The role is responsible for sourcing data for the analytics solutions within the Transformation Programme. The individual will work very closely wi...,Prudential (WM Group- Linda Quah),,https://www.jobstreet.com.sg/job/75139832
Marketing Intelligence and Data Analyst Intern,We are seeking a highly motivated and detail-oriented Marketing Intelligence and Data Analyst Intern to join our team. This internship offers an ex...,GUARDANT HEALTH PTE. LTD.,,https://www.jobstreet.com.sg/job/75139996
Data & AI Consulting Manager,-,NCS Pte Ltd,"$10,000 – $15,000 per month",https://www.jobstreet.com.sg/job/75120695
Data Analyst - Service Channels & Transformation,We are looking for a talented Data Analyst to join our Service Channels and Transformation team. The ideal candidate will have a passion for data a...,OCBC (Singapore),,https://www.jobstreet.com.sg/job/75000007
Machine Learning Engineer Intern - PaidAds (Summer 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75230484
"User Growth Data Analyst, TikTok",About TikTok TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global o...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75206668
Internship – Product Engineering: Data Scientist,"The student, as part of the Product Engineering team, will be involved in development, optimization and maintenance of automation projects, related...",Infineon Technologies,,https://www.jobstreet.com.sg/job/75144008
"Manager, AIO Value Driven Outcomes Office","As a Data Insights Manager at NUHS's Value Driven Outcomes Office, you will play a pivotal role in leveraging data from clinical, administrative, a...",National University Health System,,https://www.jobstreet.com.sg/job/75098406
Medical Statistician (Research/Novena/Office Hours) (ID: 571356),Collaborate with multidisciplinary research team to design and develop methodologies for clinical research and trials,PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),,https://www.jobstreet.com.sg/job/75344390
Business Intelligence Intern (Fall 2023),The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business...,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75273823
"Analyst, Assistant Manager (3PL MNC)",Good salary package with career advancement opportunities,MCI Career Services Pte Ltd,"$5,000 – $7,200 per month",https://www.jobstreet.com.sg/job/75149520
[LTA-RAOM] SENIOR / EXECUTIVE / ENGINEER (DATA STANDARDS AND INFORMATION),"As a key member of the team, you will work collaboratively with cross-functional teams from various disciplines within LTA, rail operators, contrac...",Public Service Division,,https://www.jobstreet.com.sg/job/75297889
ATCP SPE MCT Sr DATA SCIENCE ENGR,"JR52882 ATCP SPE MCT Sr DATA SCIENCE ENGR
Responsibilities include, but not limited to:
Strong desire to grow a career as a Data Scientist in highl...",MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,,https://www.jobstreet.com.sg/job/75381224
P&C Associate Director / Director – Pricing and Data Science,"You will be responsible to drive the development of the P&C Product, Pricing, Claim and Underwriting (PPCU) and Data Science proposition in Southea...",Willis Towers Watson (WTW) - Insurance Services,,https://www.jobstreet.com.sg/job/75288456
"Director, Data Science","At American Express, you ll be recognized for your contributions, leadership, and impact every colleague has the opportunity to share in the compan...",AMERICAN EXPRESS INNOVATION LABORATORIES LIMITED (SINGAPORE BRANCH),,https://www.jobstreet.com.sg/job/75206613
Visiting Fellow (Statistics and Data Science),The Department of Statistics and Data Science at the National University of Singapore invites applications for Departmental Postdoc Positions. Thes...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75179292
Machine Learning Developer,"Design, develop, and deploy machine learning models to support various aspects os, adhering to best practices in coding, testing, and deployment.
C...",Surbana Jurong Consultants Pte Ltd,,https://www.jobstreet.com.sg/job/75387582
Junior Data Engineer - SG,"Internet of Things (IoT) platform and solutions comprehensive use of IoT, artificial intelligence, big data, cloud computing and other technologies...",Hyperscal Solutions,,https://www.jobstreet.com.sg/job/75369961
DATA ENGINEER,"Design, develop, and implement data processing pipelines to process large volumes of structured and unstructured data",D L Resources Pte Ltd,,https://www.jobstreet.com.sg/job/75389665
Data Science Research Fellow (Heat Resilience & Performance Centre),Data Science Research Fellow (Heat Resilience & Performance Centre),National University of Singapore,,https://www.jobstreet.com.sg/job/75134907
Teaching Assistant (Statistics and Data Science),"As a Teaching Assistant (TA), you will have the opportunity to share your expertise and passion for statistical and data science with undergraduate...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75369287
Data Science Engineer /Chemical Manufacturing Industry!,"- Plan, manage and lead data science projects",TempServ Pte Ltd,"$4,000 – $4,800 per month",https://www.jobstreet.com.sg/job/75105144
"Manager, Machine Learning Engineer, Group Market and Enterprise Technology",-,United Overseas Bank Limited (UOB),,https://www.jobstreet.com.sg/job/75341662
AI and Machine Learning Engineer,"As an ML Systems Engineer, you will play a fundamental role in building our state-of-the-art machine learning platform. You will get the chance to ...",Hewlett Packard Enterprise,,https://www.jobstreet.com.sg/job/75276880
Manager of machine learning,Hawksman Technology is working with an exciting technology venture dedicated to transforming the interaction between brands and consumers in Southe...,Hawksman Technology,,https://www.jobstreet.com.sg/job/75301704
"Research Assistant, Department of Physics (AI/Computer Vision)",We seek a talented AI engineer specializing in harnessing the power of neuro-linguistic programming (NLP). We seek an individual with a proven trac...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75390751
"Scientist, AI,ISCE2",Innovating at the nexus of chemistry and biotechnology for sustainable chemical manufacturing and bioproducts development,"Agency for Science, Technology and Research (A*STAR)",,https://www.jobstreet.com.sg/job/75341324
AI Engineer,"Support the production of scalable and optimised AI or machine learning (ML) models.
Focus on building algorithms for the extraction, transformatio...",ANTCHAIN TECHNOLOGY PTE. LTD.,,https://www.jobstreet.com.sg/job/75180022
Senior Promotion Intelligence Algorithm Engineer - Marketplace Intelligence and,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75271004
Internship - Data Engineer,"Does this sound like just the right challenge for you? If so, we look forward to getting to know you!",Infineon Technologies,,https://www.jobstreet.com.sg/job/75191563
AI Engineer for AI Singapore (Research),AI Engineer for AI Singapore (Research),National University of Singapore,,https://www.jobstreet.com.sg/job/75366694
SAS Data Science AIML Program - Data Analyst Trainee,"SAS is committed to nurture qualified, capable individuals, and deepening the skills amongst fresh graduates and young working professionals to be ...",SAS Institute Pte Ltd,,https://www.jobstreet.com.sg/job/75002616
Quantitative Trading Strategist,"  Contribute to the development of the power generation stack model for the management trading desk. Build new features, improve the model architec...",FREEPOINT COMMODITIES SINGAPORE PTE. LTD.,,https://www.jobstreet.com.sg/job/75367652
Data Engineer Intern,Offers an excellent opportunity for individuals with a strong passion for data and eager to gain hands-on experience to expand project exposure.,IFS Capital Group,"$800 – $1,200 per month",https://www.jobstreet.com.sg/job/75133427
"Research Assistant, Department of Physics (AI/Computer Vision)","Research Assistant, Department of Physics (AI/Computer Vision)",National University of Singapore,,https://www.jobstreet.com.sg/job/75383104
Senior AI Engineer,"Conduct research and experimentation to explore new approaches and techniques in AI and computer vision, applying findings to enhance algorithm cap...",Black Sesame Technologies (Singapore) Pte Ltd,,https://www.jobstreet.com.sg/job/75331966
AI/ML - NLP Engineer,"Imagine what you could do here. At Apple, new ideas have a way of becoming great products, services, and customer experiences very quickly. Bring p...",Apple Inc.,,https://www.jobstreet.com.sg/job/75140083
Senior Machine Learning Engineer - PaidAds,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75270418
"Principal Research Scientist, Amazon",We are seeking a Principal Research Scientist to lead machine learning science and products in Amazon Japan's Logistics Science Division. Amazon Ja...,Amazon Asia Pacific Resources,,https://www.jobstreet.com.sg/job/75369301
Machine Learning Researcher - LLM Agent,"Our NLP team focuses on natural language generation, improving the reasoning ability of language models, such as machine translation, natural langu...",BYTEDANCE PTE. LTD.,,https://www.jobstreet.com.sg/job/75287811
Data Engineer Intern,Intern will be playing a key role in the revamp of existing data pipelines and building new pipelines that are essential for data analyst/data scie...,Razer Inc.,,https://www.jobstreet.com.sg/job/75102708
"Research Engineer (contract till 31 Dec 2026), SMC","Relevant research experience in computer security and related areas is a plus.
Advanced level of programming and software implementation, especiall...",Hyperscal Solutions,,https://www.jobstreet.com.sg/job/75367834
Machine Learning Engineer - Paid Ads (Campus Recruitment 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75198928
Senior data engineer / developer - trading technology,"You'll be working at the intersection of trading and technology to transform markets around the world.
Requirements
Have 2-9 years of work experien...",Hunter Bond,,https://www.jobstreet.com.sg/job/75287404
Promotion Algorithm Data Engineer - Marketplace Intelligence and Data,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75270347
Quantitative Analyst,"As a Quantitative Analyst in the blockchain industry, you will play a pivotal role in developing sophisticated quantitative models and analytical t...",TXT TECHNICAL PTE. LTD.,,https://www.jobstreet.com.sg/job/75332015
Senior/Staff Responsible AI Scientist (Language Models),"This role focuses on evaluating language models for robustness, biases, and security, developing AI evaluation tools focusing on fairness and privacy.",SGInnovate,,https://www.jobstreet.com.sg/job/75373331
Data Scientist (Contract),You will be part of the analytics team providing accurate information and analysis results to management and clinical departments.,Ng Teng Fong General Hospital,,https://www.jobstreet.com.sg/job/74995625
R&D AI Engineer,Identify/plan/realize deep learning and AI business models.,LITE-ON SINGAPORE PTE LTD,,https://www.jobstreet.com.sg/job/75254198
Research Assistant (Data),"The team s objective is to mine the project s data to seek insights that are either 1) directly beneficial to the study of offending, rehabilitatio...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75368818
Research Associate (Biostatistician),"The primary role of the Biostatistician is to provide basic and advanced statistical support for clinical studies and assist with study design, lit...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75368205
Data Engineer,"  At least 5 years of experience working as a data engineer or backend developer in a big data field.
  Solid working knowledge of implementing the...",TECHNOPALS CONSULTANTS PTE. LTD.,,https://www.jobstreet.com.sg/job/75206518
Lead Data Scientist II,"Involves providing unique, high impact, technical or expert advice to directors or officers within a region or internationally. Data Science; Advan...",Federal Express (S) Pte Ltd,,https://www.jobstreet.com.sg/job/75161567
"Machine Learning Researcher, LLM Agent","About ByteDance Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, includin...",BYTEDANCE PTE. LTD.,,https://www.jobstreet.com.sg/job/75207477
Machine Learning Researcher - LLM Agent,"About ByteDance Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, includin...",BYTEDANCE PTE. LTD.,,https://www.jobstreet.com.sg/job/75207606
Regional Risk & Compliance Modeling Intern - Digital Banking (May to Aug 2024),--,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75253041
Quantitative Researcher,"The quantitative researchers design and backtest trading models, which form the most important elements in the final trading strategies. They work ...",DYNAMIC TECHNOLOGY LAB PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75227046
Backend Engineer Intern - Data Infra (Summer 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75260831
Senior data management professional - data engineer - events,"Our Events and Transcripts Data team is seeking a Data Engineer to help us drive the data set forward. The team provides our users with complete, a...",Bloomberg Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75287946
Data Science Intern to Perm,"This internship offers hands-on experience working on data science projects for our clients. As an intern, you'll gain valuable skills in understan...",Bioquest Advisory,,https://www.jobstreet.com.sg/job/74916366
Professional Officer (All Levels) in Generative AI (SPICE),"Experienced in developing machine learning and generative AI solutions for deployment into production.
Strong proficiency in Python and AI framewor...",Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/75144844
Temporary Executive (Statistics and Data Science),"Date: 5 Apr 2024
Location:
SCIENCE, Kent Ridge Campus, SG
Company:
National University of Singapore
Job Description
  Provide comprehensive support...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75367335
Temporary Executive (Statistics and Data Science),Temporary Executive (Statistics and Data Science),National University of Singapore,,https://www.jobstreet.com.sg/job/74951438
AI Scientist/Research Scientist,"Research and develop large language model powered product and systems, primarily within the mental health related area.
Work with data scientist/en...",SHANDA GROUP PTE. LTD.,,https://www.jobstreet.com.sg/job/75140307
Research engineer,"As a key member of our AI team, your primary responsibilities will revolve engineering challenges around building high-quality multimodal models, s...",HYPERGAI PTE. LTD.,,https://www.jobstreet.com.sg/job/75301739
Internship - Artificial Intelligence/Machine Learning (Finance),"Does this sound like just the right challenge for you? If so, we look forward to getting to know you!",Infineon Technologies,,https://www.jobstreet.com.sg/job/75191312
"Senior AI Developer / AI Developer, Generative AI, SAP Singapore","As an Senior AI Developer / AI Developer, you will work together with a team of dedicated experts including AI scientists, data engineers, dev-ops ...",SAP Asia Pte Ltd,,https://www.jobstreet.com.sg/job/75329618
"Senior Data Engineer - Backend Development , Python , ETL","Banking environment
Competitive remuneration package",TRUST RECRUIT PTE. LTD.,"$8,000 – $10,000 per month",https://www.jobstreet.com.sg/job/75289940
Assistant Trainer - Data Science & AI,A graduate or experienced Data professional.,Institute Of Data Pte. Ltd.,,https://www.jobstreet.com.sg/job/74951555
Senior Machine Learning Research Manager,"The Machine Learning team is responsible for delivering tangibly intelligent devices across all current and future product categories at Dyson.
Wor...",Dyson Operations Pte Ltd,,https://www.jobstreet.com.sg/job/75206743
Big Data Architect,"Develop and implement data ingestion, processing, and storage solutions using Big Data technologies.
Optimize data pipelines for performance, scala...",Unison Consulting Pte. Ltd.,,https://www.jobstreet.com.sg/job/75227452
NLP Engineer (Thai Language Specialist) for AI Singapore (Products),Natural Language Processing Engineer (Thai Language Specialist) for AI Singapore (Products),National University of Singapore,,https://www.jobstreet.com.sg/job/75134210
Data Scientist,Strong desire to grow a career as a Data Scientist in highly automated industrial manufacturing doing analysis and machine learning on terabytes an...,MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,,https://www.jobstreet.com.sg/job/74977482
Data Engineer - Marketplace Intelligence and Data (Campus Recruitment 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75270470
Senior / Principal R&D AI Engineer,"Experienced in scripting programming (python, R or equivalent) Familiar with databases, IOT (Edge/cloud) technologies, IOT protocols is a plus.
Can...",LITE-ON SINGAPORE PTE LTD,,https://www.jobstreet.com.sg/job/75276641
Platforms Engineer (MLOps) for AI Singapore,"As a Platforms Engineer (MLOps) under the Platforms Engineering group, you'll help build and operate modern infrastructures and systems to run larg...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75369336
Product Management Intern (Spring & Summer 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75158853
"Senior Analyst, Data Science, Health Services Research Centre (2-year contract)",We are seeking a forward-thinking Senior Analyst to pioneer advanced solutions aimed at overcoming challenges in health services delivery.,Singapore Health Services Pte Ltd (SingHealth HQ),,https://www.jobstreet.com.sg/job/74895889
Research Assistant (Development Of Neutral Atoms Array Quantum Computer),"The job scope will be to participate to the development and design of a quantum processor using neutral atoms array. In particular, the candidate w...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75367621
BigData Architect,"Unison Consulting Pte Ltd is seeking a talented and experienced BigData Architect to join our team. As a BigData Architect, you will be responsible...",Unison Consulting Pte. Ltd.,,https://www.jobstreet.com.sg/job/75207493
Research Assistant (Large Language Models for Supply Chain Management),"  Background in Natural Language Processing (NLP): Candidates should have some understanding of machine learning principles, particularly in the fi...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75367839
AI Compiler Engineer (Math/System Acceleration and Validation),"We are seeking a talented and motivated AI Math/System Acceleration and Validation Engineer to join our team. In this role, you will be part of the...",Renesas Electronics Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75144894
"Data Engineer - Backend Development , Python , ETL","Banking environment
Competitive remuneration package",TRUST RECRUIT PTE. LTD.,"$5,000 – $6,500 per month",https://www.jobstreet.com.sg/job/75104958
Data Scientist Intern,We are seeking interns to support our AI/ML Product Development and Solution Delivery on a short-term basis (3 months) from May to August 2024. Ide...,StarHub Ltd,,https://www.jobstreet.com.sg/job/75161727
Data Engineer,"As a key member of our development team, you will play a crucial role in designing, implementing, and maintaining innovative web applications while...",AVN DIGITAL PTE. LTD.,,https://www.jobstreet.com.sg/job/75206494
Python Engineer,"Experience is processing large amount of data with optimized data pipelines written in python.
Experience in latest libraries and willing to learn ...",THAKRAL ONE PTE LTD,,https://www.jobstreet.com.sg/job/75074069
