job title,description,company,salary range,url
"Senior Business System Analyst
","We are a leading financial services provider committed to making decisions easier and lives better for our customers and colleagues around the world. From our environmental initiatives to our community investments, we lead with values throughout our business. To help us stand out, we help you step up, because when colleagues are healthy, respected and meaningfully challenged, we all thrive. Discover how you can grow your career, make impact and drive real change with our Winning Team today.
Working Arrangement
Hybrid
Job Description
The opportunity
Does change excite you? Do you want to be part of the team that redefines how we get work done? We are changing the way we develop and we want you to be part of it! The customer is at the focus of everything we do, and millions of end users rely on our products daily. We believe in the value of empowering engineers with the resources to solve critical problems for the future of the business, which is why we need you.
On The Job You Will Handle
Collaborate and work with Colleagues, Stakeholders, System Owners, End Users to collect, define and understand the business requirements as well as make recommendations on requirements where needed including planning for Distribution Digital Platform Book of Work through business requirements workshops, use case workshops.
Able to analyse complex business requirements, business processes, scope of work and objectives, associated systems data as well as related information in support of business cases and system requirements.
Documenting the functional requirements specifications and review documentation to ensure accuracy, consistency, completeness of information and documentation being stored appropriately and readily available when needed.
Involves working closely with different departments to understand their specific business needs and able to understand end-to-end from idea to delivery of enhancements and changes to the respective systems.
Conduct research, identify areas of inefficiencies, able to map out areas for improvement and identify opportunities for automation.
Communicating and collaborating with IS Tech SG on effective business system implementation including post-implementation and deliver the best user experience.
Preparation of training materials and user guide. Provide orientation, training, support, guidance for all modified and new systems to End Users and also train the trainers.
Work with IS Tech BA to prepare Use Cases, Test Plans and monitor, coordinates as well as participate in testing and simulation include testing the functionalities and manage bugs to reduce the risk of recurring errors and communicate to development team.
Work with UI/UX Designer to create visual prototype screens and Tech Solution Team for efficient and effective solutioning.
Walkthrough with End Users for functional requirements reviews and demo the software under development and collect feedback from the business.
Assists end users with User Acceptance Testing and ensure the test results able to meet the defined criteria and business objectives and documenting the test results.
Involved in vendor selection, ensuring cost-effectiveness and vendor negotiations and work with procurement on licenses management and vendor payment.
Works with End Users, consultants, IT personnel and vendors to implement system new modules and functionality based on business needs.
Conduct necessary research on software and hardware products to justify the recommendations for any vendor selection.
Manage the user access rights for system and necessary administration work where needed.
Partner with the business teams to evaluate and articulate technical requirements and identify impact, risk and benefit of alternative solutions.
Leverage the experience and analysis skills to support other Junior Business System Analysts.
Involve in larger project and works with multiple project teams.
Lead, supervise and provide guidance to Junior Business Analysts and ensure that quality standards are met.
Ability to work under deadlines and heavy workloads.

What motivates you?
You obsess about customers, listen, engage and act for their benefit.
You think big, with curiosity to discover ways to use your agile approach and enable business outcomes.
You thrive in teams and enjoy getting things done together.
You take ownership and build solutions, focusing on what matters.
You do what is right, work with integrity and speak up.
You share your humanity, helping us build a diverse and inclusive work environment for everyone.

What we are looking for
Bachelor's degree in computer science, management information systems or information science equivalent.
More than five years of experience and in business IT area and have knowledge in software design, development, integration and implementation.
Ability to handle multiple projects and ability to prioritize the scope of work.
Excellent interpersonal and communication skills with both verbal and written communication proficiency.
Strong analytical skills and proficient in Microsoft Office suite for detailed documentation.
Able to work independently with minimum supervision.
Experience with Agile methodology and practices in conducting interviews, Storyboarding, Story mapping and with hands on experience.
Strong relationship and communication skills in working with End Users and IS Tech to gather user and system requirements, influencing business partners on recommendations and with business analysis experience gained preferably insurance or other financial industries.
Working experience in facilitating meetings, workshops and also training the End Users and include train the trainers and solicit feedback from End Users, Stakeholders and Trainers.
Extremely adaptive Able to cope with a changing and fast paced environment.
Demonstrate effective trouble shooting and problem solving skills.
Familiarity with cloud-based and business application is a plus.
·
What can we offer you?
A competitive salary and benefits packages.
A growth trajectory that extends upward and outward, encouraging you to follow your passions and learn new skills.
A focus on growing your career path with us.
Flexible work policies and strong work-life balance.
Professional development and leadership opportunities.

Our commitment to you
Values-first culture
We lead with our Values every day and bring them to life together.
Boundless opportunity
We create opportunities to learn and grow at every stage of your career.
Continuous innovation
We invite you to help redefine the future of financial services.
Delivering the promise of Diversity, Equity and Inclusion
We foster an inclusive workplace where everyone thrives.
Championing Corporate Citizenship
We build a business that benefits all stakeholders and has a positive social and environmental impact.
About Manulife and John Hancock
Manulife Financial Corporation is a leading international financial services group that helps people make their decisions easier and lives better. With our global headquarters in Toronto, Canada, we operate as Manulife across our offices in Asia, Canada, and Europe, and primarily as John Hancock in the United States. We provide financial advice, insurance, and wealth and asset management solutions for individuals, groups and institutions. At the end of 2022, we had more than 40,000 employees, over 116,000 agents, and thousands of distribution partners, serving over 34 million customers. At the end of 2022, we had $1.3 trillion (US$1.0 trillion) in assets under management and administration, including total invested assets of $0.4 trillion (US $0.3 trillion), and segregated funds net assets of $0.3 trillion (US$0.3 trillion). We trade as ‘MFC’ on the Toronto, New York, and the Philippine stock exchanges, and under ‘945’ in Hong Kong.
Manulife is an Equal Opportunity Employer
At Manulife /John Hancock , we embrace our diversity. We strive to attract, develop and retain a workforce that is as diverse as the customers we serve and to foster an inclusive work environment that embraces the strength of cultures and individuals. We are committed to fair recruitment, retention, advancement and compensation, and we administer all of our practices and programs without discrimination on the basis of race, ancestry, place of origin, colour , ethnic origin, citizenship, religion or religious beliefs, creed, sex (including pregnancy and pregnancy-related conditions), sexual orientation, genetic characteristics, veteran status, gender identity, gender expression, age, marital status, family status, disability, or any other ground protected by applicable law.
It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will work with applicants who request a reasonable accommodation during the application process . All information shared during the accommodation request process will be stored and used in a manner that is consistent with applicable laws and Manulife/John Hancock policies . To request a reasonable accommodation in the application process, contact recruitment@manulife.com .",Manulife,,https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=bfe4de204795102e
"Business Analyst/ Compliance Analyst (FMCG Industry)
","Responsibilities:
Conduct compliance audits and assessments to ensure adherence to company policies and regulatory requirements.
Analyze business processes and data to identify compliance risks and develop recommendations for improvement.
Develop and implement compliance monitoring and reporting systems.
Collaborate with cross-functional teams to design and implement compliance training programs.
Assist in the development and maintenance of compliance policies and procedures.
Stay updated on changes in laws and regulations related to business compliance.
Conduct investigations into compliance violations and assist in developing corrective actions.
Prepare compliance reports and presentations for management.
Provide guidance and support to stakeholders on compliance-related matters.
Assist in the implementation of technology solutions to enhance compliance processes.
Requirements:
Bachelor's degree in Business, Finance, or related field.
Minimum 3 years of experience in business compliance or data analysis roles.
Strong knowledge of compliance regulations and best practices.
Experience in conducting compliance audits and assessments.
Proficiency in data analysis tools and techniques.
Excellent analytical, problem-solving, and critical thinking skills.
Ability to interpret and apply complex regulations and policies.
Excellent communication and interpersonal skills.
Strong attention to detail and organizational skills.
Ability to work independently and in a team.
Interested candidates who wish to apply for the advertised position, please send in your resume to gs1@talenttradersg.com.

EA License No: 13C6305
Reg. No.: R24120209

For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.",Talent Trader Group,"$42,000 - $54,000 a year ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=18799868d903fbe3
"Senior Analyst/Assistant Manager, Regional Business Finance (Insurance)
","Finance - Sea Corporate, Singapore
Experienced (Individual Contributor)
Sea Limited (NYSE: SE) is a leading global consumer internet company founded in Singapore in 2009. Our mission is to better the lives of consumers and small businesses with technology.

We operate three core businesses across digital entertainment, e-commerce, as well as digital payments and financial services, known as Garena, Shopee, and SeaMoney, respectively. Garena is a leading global online games developer and publisher. Shopee is the largest pan-regional e-commerce platform in Southeast Asia and Taiwan. SeaMoney is a leading digital payments and financial services provider in Southeast Asia.
Job Description
Play a key role in standardising accounting-related matters across regional insurance entities, including accounting policies, procedures, chart of accounts etc.
Coordinate with stakeholders across different country finance teams to execute crucial alignment projects for insurance, such as process improvement and system implementation
Seek excellence and continuous improvement through understanding business models, identifying potential finance & tax risks and proposing feasible solutions to the insurance business
Contribute to the development of the Group’s insurance business by assisting in the rollout of new initiatives, with a view of the potential finance and accounting impacts
Oversee and guide country finance teams on month-end closing, accuracy of system data and any accounting related matters
Assist business through providing data, insights, and analytics to support the team in making the right data driven decisions
Job Requirements
Bachelor’s degree in Accounting or a related discipline
Minimum 4 years of relevant working experience in general insurance or life insurance business and/or in Big 4 external audit of insurance clients are desired
Strong accounting knowledge, particularly in the context of insurance business
Good understanding of IFRS and US GAAP, with specific focus on IFRS 4 and 17
Experience in IFRS 17 implementation and/or IFRS 17-related reporting would be an added advantage
Strong project management skills and high-quality successful project delivery experiences
Excellent interpersonal and communication skills to engage and influence stakeholders from diverse backgrounds
A team player with strong logical and analytical thinking skills and attention to detail and accuracy
Enjoys working in a fast-paced and demanding environment while delivering quality results
Proficient in Microsoft 365 tools, in particular Microsoft Excel, with good command in English (written and oral)
Flexible and bright personality, open to commit in a dynamic environment
Please note that you can only apply for up to 2 positions in a given period.",Sea Limited,,https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=15d356ad6e9f39bd
"Manager, Financial Analyst
","Job Description Summary
Playing an active role in providing supports in sourcing, analysing, bidding, and executing Partnership projects, as well as provide financial analysis to business units in their tender exercises.


Key Job Accountabilities
Assessing project viability and bankability, building financial models, preparing proposals and internal approval papers; execution up to transaction/financial close.
Sourcing of opportunities with other business units and responding to EOI/SOQ, project due diligences (including review of RFP and draft project documents), financial analysis.
Working with business units to gather inputs for the financial model and coordinating bid activities with partners.
Detail-orientated, numerically sharp, and experienced in working in a team environment. The candidate must have skills in financial and business analysis and business strategy.
Responsible for determining and proposing the most optimal commercial structure for the project/bid and will be involved in negotiations of transaction documents.

Required Qualifications & Experience
Degree discipline in Finance, Applied Finance, Accounting or related.
3-5 years of work experience in Investment or Finance Projectment roles
Numerically inclined, analytical skills, ability to build financial model
Preparing / assembling expression of interests, statement of qualification and bid proposals for Partnership projects
Independent and proactive thinker with business experience working with teams at all levels, as well as internal and external stakeholders
Ability to multi-task effectively under pressure
Fluency in English, editorial skills to write reports, project/investment proposals in English
Advanced proficiency in MS office, including MS Excel and Powerpoint
Readiness to travel


If you feel that you have the skill-sets that we are looking for, please apply in-confidence with an updated MS Word Resume to kelvin@starcareerconsulting.com


Kelvin Lee(Reg. No. R1872625)
STAR CAREER CONSULTING PTE LTD (EA License: 20C0353)",STAR CAREER CONSULTING PTE. LTD.,"$8,000 - $10,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=5a16bd928c5582e0
"Business Analyst
","Business Analyst with Transaction Banking / Global Banking business-focused and end-to-end Transformation analysis experiences in the financial services or consulting environment.

Responsibilities :

Functional Analysis
Identify business needs (requirement gathering) – engage stakeholders (clients, users, mgmt., etc) to understand needs and translate them into specific requirements, backlogs and user journeys from design to testing;
Collect functional target from the stakeholders, understand, structure and enhance where applicable;
Collect functional information from stakeholders to feed these for technical integration;
Coordinate & challenge experts to put together a solution meeting business requirements, aligned on the target;
Leverage on Business Process Analyst to align the as-is on the target;
Formalize business requirements in user stories format;
Define clear action plan for the deliverable in charge & and ensure its execution by Functional Stakeholders;

Technical Analysis
Understand technical, integrations or development impacts of the functional objectives;
Anticipate and provide solutioning to technology challenges and provide stakeholders with structured functional information;
Coordinate, structure and ensure high quality deliveries of the technical specifications and user stories;
Take into account the execution of the cut-over plan between 2 systems i.e. establish parallel running, smooth decommissioning of old systems and eventual full cut over to new system.

Methodology, Reporting & Communication
Ensure agile methodology usage, define methodology & approach, document and present this prior to execution;
Identify technical & functional challenges, risks and issues, analyze them, document and escalate immediately to the Squad Lead;
Update the weekly project dashboard and action plan.

Requirements :-
Good understanding of corporate banking products especially trade finance;
Good verbal, written, reporting and stakeholders' management skills, able to interact appropriately with a variety of stakeholders, especially SMEs, front office, operations and IT teams;
Comfortable operating with a high level of autonomy;
Proven track record in implementing agile methodoology/ projects;
Experience in writing high quality user stories, functional specifications and technical specifications;
Strong analytical and problem solving skills, curious, with interest in deep diving into topics;
Good team working, collaboration and interpersonal skills;
Organized and delivery-focused, with attention to details;
Management consulting / Big4 Background is a plus;
Proficient in Microsoft Office (MS Word, Excel & Power point).",MALAYAN BANKING BERHAD,"$8,000 - $16,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=1ef3c2124c931fe7&advn=179800443906298
"Business Analyst
","JOB SCOPE:

Roles & Responsibilities

1) Work closely with Business Units and IT partners in business requirement gathering, solution/functional review and ensure the end-to-end system & process delivery and testing
2) Implement and support digital customer journeys to further improve both customer and employee experience in bank
3) Work with regional country and functional teams to design, re-engineer the process, as well as implement operation solutions
4) Ensure the smooth operational rollout
Job roles and responsibilities
1) Re-engineer the end-to-end process, analyse and review operations solutions
2) Implement automation agenda to transform consumer banking operations
3) To conduct requirement gathering workshop, Review and documenting requirements artefacts
4) To review functional specifications and process define documents
5) Coordinate and ensures UAT test plans and test case are executed within UAT schedule
6) Post-production support, production issues review and track them to closure
7) Work closely with regional teams and country teams to ensure timely delivery of project

Skillsets (Must have)

At least 1-2 years experiences in systems development and / or business process improvement initiatives. Preferably with project life cycle experience in Financial Services Industry in the following areas:
1. Consumer Banking Operations
2. Customer Centre
3. Wealth / Loan / CASA product knowledge
4. Education : Bachelor / Diploma Degree holder

Core competencies
Excellent oral and written communication skills
Good, sound knowledge of banking and technology
Good teamwork and inter-relationship skills
Adaptable, disciplined and focused
Organised and systematic
Proven analytical skills
Well versed in MS Office: Word, Project, Excel, Visio and PowerPoint",AVATAR TECHNO SERVICES PTE. LTD.,"$5,000 - $10,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=3e8f4f9d43cd2186&advn=179800443906298
"Business Analyst
","A growing bank is looking for a dynamic and driven Business Analyst to support their growing business within the region.

The Role:
Liaise with business stakeholders to understand business needs and provide a well rounded technological solutions to improve the business processes.
Collaborate with cross-functional teams to assess, recommend, and implement system upgrades.
Identify potential risk and monitor the situation
Manage end-to-end projects, including scoping, execution, testing, and production.
Requirements:
Proven experience in the banking industry.
Build a strong project culture emphasizing reporting and stakeholder management.
Good knowledge of core banking products

If this sounds like you, please apply now :)

EA Reg No. R1985302 (Han Yen Qi)
RCB No. 201417088Z",BTI EXECUTIVE SEARCH PTE. LTD.,"$5,000 - $7,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=1b25fa99e657e5a1&advn=179800443906298
"Business Analyst
","Description:
Position Overview: We are seeking a talented and experienced Business Analyst specializing in Health Insurance to join our dynamic team. The ideal candidate will have 3-4 years of hands-on experience in the health insurance industry, with a strong understanding of industry regulations, trends, and best practices.
Responsibilities:
Conduct thorough analysis of business processes, systems, and data related to health insurance operations.
Collaborate with stakeholders to gather requirements, identify business needs, and define project scope.
Develop detailed documentation, including business requirements, functional specifications, and user stories.
Analyze and interpret complex data sets to extract actionable insights and drive informed decision-making.
Evaluate existing processes and systems to identify areas for improvement and optimization.
Facilitate communication between technical and non-technical teams to ensure alignment and successful project delivery.
Stay updated on industry developments, regulatory changes, and emerging technologies relevant to health insurance.",ELLIOTT MOSS CONSULTING PTE. LTD.,"$5,000 - $5,500 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=ebffb982513878c6&advn=179800443906298
"Business Analyst
","Job Description:

Works collaboratively with clients and stakeholders - both external and internal to the company - to research and elicit, analyze, validate and document business requirements, and to ensure that those requirements clearly reflect true business needs, correctly representing all stakeholders. Translates business needs into system/ application requirements and project components to help determine solutions to business problems. Assists team members in producing functional requirements for tool development. Proactively identifies and manages changes to requirements and identify risks for the company’s clients. Effectively manages client’s expectations. Applies industry and information technology expertise to support proposals, feasibility studies, implementations and new business development.

Responsibilities:
Formulate and define system scope and objectives using knowledge of information technology and industry knowledge/ requirements.
Act as a liaison between client and technical solutions/ support groups, using strong communication skills to elicit, document, analyze and validate business processes, systems, and solution requirements.
Proactively research, identify, and specify solutions to problems.
Support and conduct visualization, user experience and configuration elements of solution design.
Document requirements specifications using high-maturity methods, processes and tools.
Support requirements management and change management processes.
Support aspects of the business cycle, including proposals, feasibility studies, and implementations.
Consider the business implications of the application of technology to the current business environment.
Develop and execute acceptance test plans and test cases
Education and Experience Required:

Typically a Bachelor's degree in a technical or business discipline or equivalent experience
Minimum of 2 years of related experience or a Master’s degree and up to two years of experience.
Knowledge and Skills
Good verbal and written communication skill and is comfortable fronting client
Ability to work effectively in a team
Essential: requirements determination using structured techniques for documentation, analysis, evaluation/ validation; decomposition of high- level information into details; abstracting low- level information; distinguishing requests vs needs; distinguishing requirements vs. solutions; classifying/ prioritizing requirements; requirements change management and traceability; identifying risks; applying creativity to solving complex problems; building relationships and working collaboratively; effective verbal/ written communication; experience in an industry domain.
Specialized: developing structured user manuals and training; business rules modeling; develop and executing acceptance test plans
Experience is Public Sector implementation is an advantage",YM GLOBAL TECHNOLOGIES PTE. LTD.,"$5,000 - $6,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=e4589f77d5e715f1&advn=179800443906298
"Application Analyst (IT Business Analyst / No coding / High Bonus / WFH Hybrid) JO
","Application Analyst (IT Business Analyst / No coding / High Bonus / WFH Hybrid)

• High Bonus + Attractive Benefits
• Training will be provided.
• Good working environment (5 days - Hybrid WFH Module)
• Good career progression
• Location : Near to MRT (walking distance)
• Virtual Interview
• Permanent Role

Responsibility:
Provide on-going application support and be involved in various stages of the SDLC.
Conduct user requirement analysis for the development / implementation of new systems and enhancements to existing systems.
Evaluate potential solutions and make recommendations to resolve business problems.
Involvement in the system integration testing phase prior to implementation.
Plan and coordinate end-user training for any system implementations or enhancements.
Liaise closely with business users and build good rapport.
Liaise closely with vendors in project implementation, application testing, supporting application patches and upgrades in accordance with project methodologies and policies.
Support the team in defining project requirements, tracking and documentation
Requirement:
Min Diploma / Degree in computer science/ Information Technology or equivalent.
Training will be provided.
Prior experience in developing, implementing and maintaining IT systems will be advantageous.
How to apply
Interested candidates who wish to apply for the post, you may send in your updated resume (in MS Word format) to search77@searchindex.com.sg

We regret to inform that only shortlisted candidates will be notified.

Ooi Chuan Yi (Jacky)
EA License | 14C7092
EA Registration Number | R1871737",SEARCH INDEX PTE. LTD.,"$5,000 - $8,500 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=130&vjk=2ae79f79842dbd05&advn=179800443906298
"Business Analyst
","Description:
Position Overview: We are seeking a talented and experienced Business Analyst specializing in Health Insurance to join our dynamic team. The ideal candidate will have 3-4 years of hands-on experience in the health insurance industry, with a strong understanding of industry regulations, trends, and best practices.
Responsibilities:
Conduct thorough analysis of business processes, systems, and data related to health insurance operations.
Collaborate with stakeholders to gather requirements, identify business needs, and define project scope.
Develop detailed documentation, including business requirements, functional specifications, and user stories.
Analyze and interpret complex data sets to extract actionable insights and drive informed decision-making.
Evaluate existing processes and systems to identify areas for improvement and optimization.
Facilitate communication between technical and non-technical teams to ensure alignment and successful project delivery.
Stay updated on industry developments, regulatory changes, and emerging technologies relevant to health insurance.",ELLIOTT MOSS CONSULTING PTE. LTD.,"$5,000 - $5,500 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=140&vjk=ebffb982513878c6&advn=179800443906298
"Business Analyst JR 21157
","Find Your Dream Job With Us
WE ARE HIRING !!
Role : Business Analysis
Job Requisition No: JR21157
Job level : 6-10 years of relevant experience (L3/L4)
Location: Singapore
Key Skills: Business Analysis
Job Objectives
Business Analyst for corporate Internet banking
Key Responsibilities
Requirements Analysis & Elicitation
Responsible to identify and define detailed functional specifications based on the business requirements document
Analyze and document the “to-be” business and operation processes based on the agreed requirements and / or function points, perform impact assessment and estimation
Monitor and manage risks /issues related to requirements and scope-creep
Team Collaboration
Participate in transitioning the requirements to the designers, and ensure a clear and complete understanding of the requirements.
Assist in translating business requirements into test scenarios.
Facilitate / provide “Train-the-Trainer” on application enhancements
Maintain up-to-date knowledge base related to application features and processes (subject matter expertise)
Testing & Scope Management
Clarify test findings escalated by Test Manager and classify the findings accordingly (either as a defect or change request)
Perform impact assessment and estimation for Project Change Request
Good knowledge in financial services policies, procedures, products and industry practices.
Strong negotiation skills
Good team player with excellent interpersonal and communication skills
Strong working knowledge of relevant applications and development life cycles
Requirements
Mandatory is:
Experience in Business Analysis. 8-10 years
Experience in Digital Channels and in transaction banking. 5 years+
Understanding of Technology but no need to have coding experience
Capturing , analyzing and eliciting business Requirements: Elaborating JIRA stories
Agile product development experience
Nice to have is:
Detailed Knowledge in how Payments work in Singapore vs Malaysia vs Hong Kong (regulatory too)
Knowledge of features offered by competitors such as DBS / Citibank etc
Knowledge of Technology trends eg. how does a digital bank approach digital channels
API /SWIFT experience
Personal Qualities:
Articulate well. Clarity in analyzing and writing business requirements
Not an order taker, able to push back complex build needs and offer alternate solutions
A great team player. Collaborate and communicate well with the other BAs
Strong analytical and problem solving skills
Strong presentation and meeting skills
Proactive and has initiative to thrive in a fast paced environment to deliver and meet deadlines
Highly resourceful and self-motivated
Please forward your resume in MS word format to Suganthi@infogainglobal.com and Careers@infogainglobal.com
Please refer your friends for any IT openings as we have various positions.
Please do not send PDF Format Resume . Send the following details
1. Notice period
2. Current Salary
3. Expected Salary
4. Visa Status in Singapore
5. Current Location",INFOGAIN SOLUTIONS PTE. LIMITED,"$6,000 - $8,500 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=140&vjk=b0f57c31e942b4dd&advn=179800443906298
"Business Analyst
","IBM Application Consultants work directly with our clients on key initiatives. You will have the opportunity to build an in-depth understanding of their business issues and implement organizational strategies that drive adoption of change. We are looking for experts who can build credibility and trust with our clients and provide knowledge that addresses individual and unique business needs.

As a Business Analyst in IBM, you will:
Analyse business needs, gaps and issues
Recommend best possible solutions to address the problem
Stakeholder management and engagement for both internal, client and industry stakeholders
Overall accountability to ensure high quality and timely solution delivery
Understand and translate customer needs into business and technology solutions, providing consultation on the customer digital journey and digital transformation
Provide implementation of design services through a range of digital methodologies
Analyze as-is and to-be processes to define system/technology/business requirements
Support user requirements capture and translation of requirements into business and digitally enabled solutions
Support the delivery of quality functional/application digital designs
Support development and implementation of quality business digital solutions for the client

Required Professional and Technical Expertise :
Bachelor’s Degree in Computer Science or have equivalent professional experience
At least 3+ years’ experience in business analyst role or equivalent management consulting experience in a Consulting firm environment or Client-facing role
Exhibit a data-driven mindset and able to communicate well with data
Demonstrate resourcefulness and creativity when working on data manipulation with common and basic tools likes excel, text editors, google sheets
Meticulous, strong analytical ability, documentation and project management skills.
Good interpersonal, communication, decision-making skills and a responsible attitude.
Ability to multi-task and work well under pressure.
Any prior experience in Business Process Management projects and/or Agile Methodology will be beneficial.
Knowledge and working experience with Cloud, AI Automation, Big Data technologies would be advantageous",IBM SINGAPORE PTE LTD,"$5,300 - $7,900 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=140&vjk=7ad5db1615b89a05&advn=179800443906298
"Business Analyst
","Job Description:

Works collaboratively with clients and stakeholders - both external and internal to the company - to research and elicit, analyze, validate and document business requirements, and to ensure that those requirements clearly reflect true business needs, correctly representing all stakeholders. Translates business needs into system/ application requirements and project components to help determine solutions to business problems. Assists team members in producing functional requirements for tool development. Proactively identifies and manages changes to requirements and identify risks for the company’s clients. Effectively manages client’s expectations. Applies industry and information technology expertise to support proposals, feasibility studies, implementations and new business development.

Responsibilities:
Formulate and define system scope and objectives using knowledge of information technology and industry knowledge/ requirements.
Act as a liaison between client and technical solutions/ support groups, using strong communication skills to elicit, document, analyze and validate business processes, systems, and solution requirements.
Proactively research, identify, and specify solutions to problems.
Support and conduct visualization, user experience and configuration elements of solution design.
Document requirements specifications using high-maturity methods, processes and tools.
Support requirements management and change management processes.
Support aspects of the business cycle, including proposals, feasibility studies, and implementations.
Consider the business implications of the application of technology to the current business environment.
Develop and execute acceptance test plans and test cases
Education and Experience Required:

Typically a Bachelor's degree in a technical or business discipline or equivalent experience
Minimum of 2 years of related experience or a Master’s degree and up to two years of experience.
Knowledge and Skills
Good verbal and written communication skill and is comfortable fronting client
Ability to work effectively in a team
Essential: requirements determination using structured techniques for documentation, analysis, evaluation/ validation; decomposition of high- level information into details; abstracting low- level information; distinguishing requests vs needs; distinguishing requirements vs. solutions; classifying/ prioritizing requirements; requirements change management and traceability; identifying risks; applying creativity to solving complex problems; building relationships and working collaboratively; effective verbal/ written communication; experience in an industry domain.
Specialized: developing structured user manuals and training; business rules modeling; develop and executing acceptance test plans
Experience is Public Sector implementation is an advantage",YM GLOBAL TECHNOLOGIES PTE. LTD.,"$5,000 - $6,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=140&vjk=e4589f77d5e715f1&advn=179800443906298
"Business Analyst (Banking)
","Collate and manage all the details regarding the application for the assigned business vertical information could span from details of systems interfacing, content of the various data being posted, data held within the application etc.
Support user community on business queries and guidance on better usage of the system on daily BAU activities.
Clear understanding the scope of the project, the changes associated and support the Project Manager in impact assessment. Clearly document the rationale for projects where no impact is assessed.
For project where there is an impact, play a governance role in ensuring that the design (in terms of the level of information required from source to core processing is aligned with the strategic data flow strategy.
Collate and rationalise all stakeholders’ requirements and walkthrough these requirements with team
Actively partnering with the team in the solutioning process to ensure that the business solutions being implemented are thought through from a long term, standardization, design for no operations, front-end configuration perspective.
Assess and propose appropriate testing approach and sign off criteria to stakeholders and get concurrence.
Overall UAT management in terms of UAT timeline, batch run/ re-run and managing the tester’s testing result.
Prepare proper documentation on the data flow, design, business solutioning and testing approach in accordance with predefined template.""",JONDAVIDSON PTE. LTD.,"$4,500 - $9,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=140&vjk=c0914773fe5a8d90&advn=179800443906298
Business Analyst (Agile ,"We are looking for a Business Analyst familiar with Agile project delivery in Cloud environments.
Opportunity to work on large scale digital transformation projects .
5 days work week (Mon to Fri).
Attractive remuneration package.
Responsibilities:
Elicit, scope, and manage business requirements.
Lead the scrum team, conduct scrum ceremonies.
Crafting and grooming of user stories, managing product backlog.
Drive smooth deployment, adoption and operations of the solution.
Work with developers to understand and troubleshoot technical problems, as needed.
Requirements:
Min 3 years’ experience required, IT related tertiary education.
Experience in full software / product development life cycles using Agile Methodology.
Proven experience in IT business analysis, application solution and design.
Experience in leveraging cloud technologies like AWS, Azure and GCP.
Interested candidates may apply via email to spml@scientecpersonnel.com (indicating Job ID J44196 for faster processing). All job applications will be processed with strict confidence and only shortlisted candidates will be contacted.

Lee Wen Ying (Mattias) - R23112909
ScienTec Consulting Pte Ltd - 11C5781",SCIENTEC CONSULTING PTE. LTD.,"$5,500 - $8,500 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=140&vjk=a0b5f2142713a664&advn=179800443906298
