url,company_name,job_title,location,employment_type,job_level,job_function,salary_lower,salary_upper,salary_period,num_applications,posted_date,address,experience,closing_date,job_description,Salary
https://www.mycareersfuture.gov.sg/job/banking-finance/data-engineer-data-analytics-income-insurance-ee31ca47b68132b7751f71f8a18640d5?source=MCF&event=SuggestedJob,INCOME INSURANCE LIMITED,"Data Engineer, Data Analytics",East,Permanent,Professional,Banking And Finance5 Years Exp,6000.0,9500.0,Monthly,97.0,08 Apr 2024,,,08 May 2024,"Roles & Responsibilities
Data Analytics at Income Insurance is the enterprise team that champions and develops AI/ML solutions. We are focusing on in-house solution development as well as partnerships. To ensure the successful execution of Income’s enterprise strategy to build Analytics as a product through creating impactful AI/ML solutions, driving innovation and cultivating AI culture, we are seeking a highly skilled and experienced Data Engineer to join our team.

The selected candidate will focus on in-house developed solutions deployment and maintenance. You will play a crucial role in understanding requirements from business stakeholders, implementing changes on existing pipeline, migrating codes from Cloudera to AWS, optimizing data workflows, and ensuring seamless integration and running of data and analytics pipelines on the AWS platform.

Responsibilities:
Take the ownership of key data pipelines in AI /ML use cases, from design and implementation to optimization and maintenance.
Serve as a technical specialist within a data science team. Design, develop, and operate data pipelines to provide high-quality datasets for analytical and AI / ML use cases.
Collaborate with other data engineers, analysts, data scientists, product specialists, and other stakeholders to build well-crafted, pragmatic, and robust engineering solutions that meet business requirements.
Stakeholder management and engagement. Proactively engage with stakeholders to understand their data needs and translate them into technical requirements for data pipelines in AI / ML.
Maintain documentation of processes, code changes, and data flows.
Demonstrate a strong understanding of data privacy regulations such as PDPA to ensure zero breaches.
Manage existing runs and deployment of AI / ML model pipelines to ensure efficient data processing and model training.
Foster an innovative and growth-oriented mindset, continuously seeking opportunities to enhance data engineering processes and drive improvements across the organization.
Requirements:
At least 5 years of experience in data engineering with relevant experience in the big data ecosystem.
A bachelor’s degree in computer science or equivalent.
Proficient in SQL, Python, and Spark. Experience with streaming frameworks like Kafka and Spark Streaming is a plus.
Proven experience in implementing MLOps practices on AWS.
Experience with Data Warehouses such as Redshift, BigQuery, Snowflake, Hive, and S3.
Experience in leveraging DevOps frameworks to orchestrate and monitor production deployments – Jenkins, Git/AWS CodeBuild, AWS CodeDeploy.
Experience in developing data pipelines leveraging AWS services such as Glue/EMR, Lambda, CloudWatch, and Athena.
Intermediate-level knowledge of Linux commands and shell scripting.
Good understanding of the data science model development and deployment process.
Proven record of designing and implementing large-scale data processing pipelines.
Passionate about technology and always looking to upskill based on new developments in data engineering practice.
AWS certifications will be a plus.",$6000.0 - $9500.0 Monthly
https://www.mycareersfuture.gov.sg/job/information-technology/lead-backend-engineer-tiktok-bric-tiktok-8bc7222acdaaf089dd4081cb077dfbf7?source=MCF&event=Search,TIKTOK PTE. LTD.,"Lead Backend Engineer, TikTok BRIC (Singapore)",Islandwide,Full Time,Professional,Information Technology,20000.0,40000.0,Monthly,8.0,16 Apr 2024,,,16 May 2024,"Roles & Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible. Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day. To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always. At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

The Business Risk Integrated Control (BRIC) team of TikTok, is missioned to:
- Protect TikTok users, including and beyond content consumers, creators, advertisers.
- Secure platform health and authenticity of community experience .
- Collaborate with cross-functional stakeholders to improve TikTok infrastructures, services, tools and algorithms, towards a higher standard of privacy and security.

The BRIC team works to measure and minimize the damage implied by inauthentic behaviors on TikTok and its extended platforms, covering multiple classical and novel integrity/security areas such as fake accounts, fake traffic, spam, scraping, cyberbullying, live room risks, incentive fraud, monetization abuse, etc.
In this team, you will have a unique opportunity to:
- Have first-hand experience contributing to TikTok's key security initiatives.
- Build scalable, resilient, intelligent integrity solutions that are also privacy-safe and user-friendly.
- Solve product and technical challenges that are often first-seen and highly adversarial. Both quick short term tactics and long term strategical moves are expected at various paces.
- Be part of a diverse and enthusiastic global workforce, grow with and learn from security and integrity experts across Asia, Europe, North America, etc.

Responsibilities:
- Build infrastructures to enable construction, deployment, and serving at scale, of risk defense algorithms and machine learning models. Unblock and improve capacities of risk prevention, perception and remediation across various ByteDance businesses.
- Build tools and automated procedures to support risk analytics and defense enforcement.
- Keep risk control solutions state-of-art in front of data security, modularisation, privacy and compliance.
- Own end-to-end risk service/platform/tooling SLA. Identify, advocate for and realize infrastructural opportunities ahead of business development. Drive and improve org-wide engineering excellence via enforcing best practices in risk systems.

Qualifications
- Bachelor or degrees above in Computer Science, Computer Engineering, High Performance Computing or other relevant majors.
- Solid engineering skills and ability to build large scale systems. Proficiency in one or more programming languages such as Golang, Java, C++, Rust.
- 4+ years of strong industry experience in building distributed backend systems at scale. Successful tracking records in solving infrastructure pain points (e.g. complex I/O requirements). Strong coding (backend, infra, algo) system design ability.
- Solid experience in being tech leads or eng managers. Possess at least one advantage among risk control, social platform data science, scaled computing. Tracking records of making successful mid/long term technical strategic bets.
- Bonus given to familiarity with machine learning infrastructure or Big Data technologies.
- Strong ownership, proactive and skilful communication, ability to handle high complexity, urgency, cross-functional alignment.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",$20000.0 - $40000.0 Monthly
https://www.mycareersfuture.gov.sg/job/healthcare/executive-senior-executive-nuhs-education-research-office-national-university-health-system-ef2d840d5a383ab10c0c68e03125e9c1?source=MCF&event=Search,NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,"Executive / Senior Executive, NUHS Education & Research Office(6270)",South,Contract,Executive,Healthcare / Pharmaceutical,2800.0,4200.0,Monthly,5.0,16 Apr 2024,,,16 May 2024,"Roles & Responsibilities
Executive/Senior Executive, NUHS Education & Research Office (2 years contract)
Job Responsibilities:
To leverage data-driven insights and analysis in support of the overall mission and objectives of NUHS, aiming to improve patient care outcomes, enhance operational efficiency, drive innovation, and advance research, thereby contributing to the DataIU's mission of enhancing data-driven healthcare delivery, operational excellence, and research advancement.
You will be responsible for the following areas:
Data Sourcing and IntegrationAcquire, organize, and integrate diverse healthcare data sources, including EHRs, claims data, clinical trial data, and public health surveillance data.
Ensure accuracy and consistency of data by applying knowledge of coding systems like ICD-10 and utilizing SQL for data querying and manipulation.
Performance Measure: Timeliness and completeness of data integration, accuracy of data queries, and adherence to coding standards.
Statistical Analysis and Insight GenerationConduct advanced statistical analysis, data mining, and visualization techniques to uncover trends, patterns, and insights within healthcare data.
Utilize statistical software packages (e.g., SAS, R, Python) and data manipulation libraries (e.g., pandas, dplyr) to perform analyses.
Performance Measure: Accuracy and reliability of statistical analyses, effectiveness of visualization in conveying insights, and ability to derive actionable conclusions.
Reporting and CommunicationDevelop clear and concise reports, dashboards, and presentations to communicate findings and insights to stakeholders.
Ensure reports are tailored to the audience and adhere to ethical and privacy standards regarding patient confidentiality and data security.
Performance Measure: Clarity and relevance of reports, effectiveness of communication in conveying insights, and stakeholder satisfaction with reporting.
Continuous Improvement and ComplianceContinuously improve data management processes, data quality assessment methods, and reporting methodologies.
Stay updated on ethical considerations and privacy regulations related to healthcare data handling, ensuring compliance with standards such as HIPAA.
Performance Measure: Implementation of process improvements, adherence to ethical and regulatory standards, and contribution to overall organizational efficiency and compliance.
Job Requirements:
Professional degree in quantitative field such as statistics, mathematics, computer science, epidemiology, public health, or related fields.
Proficiency in statistical analysis, data mining, and data visualization techniques. Experience with statistical software packages such as SAS, R, or Python for data analysis and manipulation.
Database Skills: Knowledge of SQL for querying and analyzing healthcare databases.
Ability to interpret and analyze healthcare data to identify trends, patterns, and insights. Experience in preparing reports, dashboards, and presentations to communicate findings to stakeholders.
Proficiency in programming languages commonly used in data science, such as Python or R.
Experience with data manipulation libraries (e.g., pandas, dplyr) and visualization libraries (e.g., matplotlib, ggplot2).",$2800.0 - $4200.0 Monthly
https://www.mycareersfuture.gov.sg/job/customer-service/customer-service-manager-okratin-solutions-d51319443d9394a6bc3b4c218291e864?source=MCF&event=Search,OKRATIN SOLUTIONS PTE. LTD.,Customer Service Manager,Central,Full Time,Manager,Customer Service,5000.0,12000.0,Monthly,69.0,16 Apr 2024,,,16 May 2024,"Roles & Responsibilities
About:
Okratin is a part of the Deel Solutions offering, specialised in global consulting services. Our experts help our customers execute on global projects and are experienced in various domains, including software development, product management, data science, finance, marketing, business development and more.

Deliverables:
Continuously assess customer's satisfaction for covered accounts
Maintain updated issues list that is communicated and managed on a regular interval
Coordinate project issue resolution across different functional teams
Summarize product feedback gathered from customer meetings and act as advocate for our customers with internal development and product teams
Provide operational insights to customers regarding savings and cost savings opportunities
Leads customer business reviews
Troubleshooting (general ledger coding exceptions, payments, reporting, etc.)
Assist with reporting requests/questions
Monitoring, creating KPIs around customer health
Provide direct support for the renewal activities associated with covered accounts
Escalate and facilitate carrier reconciliations eff orts when customer or carrier is escalating carrier concerns
Monitor customer margin reporting for covered accounts",$5000.0 - $12000.0 Monthly
https://www.mycareersfuture.gov.sg/job/information-technology/analytics-engineer-zr328-supreme-hr-advisory-cc13e4cc66d69ddffcf0c2b3e9853983?source=MCF&event=Search,THE SUPREME HR ADVISORY PTE. LTD.,Analytics Engineer [ zr328 ],Central,Permanent,Senior Executive,Information Technology,5000.0,8000.0,Monthly,18.0,16 Apr 2024,,,16 May 2024,"Roles & Responsibilities
Analytics Engineer

Location: Ubi Avenue 1
Working Days: 5 Days Work Week
Working hours : Monday- Friday 9am -6pm
Salary : $5,000~8,000 (Depends On Experience)

Job Description
Work on large-scale structured and unstructured data sets to solve a wide array of challenging problems using analytical, statistical, machine learning or deep learning approaches
Design, develop and maintain data ETL processes, ensure the processes are fulfilling business needs and SLAs
Facilitate technical planning and optimize the data infrastructure, models and pipelines to improve data platform stability
Design and develop Data Products to drive business outcomes
Collaborate with business stakeholders to understand their data needs and develop robust and scalable data models
Develop processes to answer recurring business questions and identify opportunities for improvement
Ensure Data Quality through continuous improvement and monitoring
Job Requirements
2+ years of experience in data science, data engineering, software engineering, or a related field
Production-level Scala, Python and SQL programming knowledge
Experience building and scaling batch/streaming data pipelines, with good understanding of size and performance constraints.
Understanding of ML algorithms such as classification, regression, clustering, neural networks, SVM, decision trees, boosting techniques, reinforcement learning, etc
Experience building data products with Cloud Services and Data Warehousing services in AWS or AliCloud
Knowledge of SQL and NoSQL databases is advantageous

✅✅ Interested applicants kindly contact via WhatsApp: +65 8656 3696 (JOHN).
No Charges will be incurred by Candidates for any service rendered.

Email：supreme.johnlau@gmail.com
Lau Zhao Rui Reg.No: R22109652
14C7279 The Supreme HR Advisory Pte Ltd
*Company name and address will only be disclosed once shortlist for interview.",$5000.0 - $8000.0 Monthly
https://www.mycareersfuture.gov.sg/job/sciences/visiting-fellow-national-university-singapore-06df8c484e291c6dc93ac51691d99115?source=MCF&event=Search,NATIONAL UNIVERSITY OF SINGAPORE,Visiting Fellow (Statistics and Data Science),South,Full Time,Professional,Sciences / Laboratory / R&D,6500.0,8500.0,Monthly,0.0,16 Apr 2024,,,30 Apr 2024,"Roles & Responsibilities
Interested applicants are invited to apply directly at the NUS Career Portal.
Your application will be processed only if you apply via NUS Career Portal.

We regret that only shortlisted candidates will be notified.

Job Description
The Department of Statistics and Data Science at the National University of Singapore invites applications for Departmental Postdoc Positions. These non-tenure track positions are aimed at early-career researchers, particularly recent or soon-to-be Ph.D. graduates, with research interests that overlap or complement those of our faculty members.

The Department of Statistics and Data Science is one of the leading departments of its kind in Asia and globally. Comprising close to 40 full-time faculty members and around 70 research staff and PhD students, along with a strong network of industry affiliates, the department fosters a comprehensive and engaging research and educational environment in the areas of statistics and data science.

The postdoctoral positions offer an initial two-year appointment with the potential for a one-year extension. Successful candidates will receive a competitive annual salary of up to SGD90,000, along with generous travel support. Additionally, candidates will be provided with relocation and housing allowance. Teaching responsibilities involve two courses per year.
Qualifications
• Qualifications / Discipline: PhD in Statistics, Data Science, Mathematics or other relevant discipline
• Skills: Able to do independent research.
• Experience: Research experience in statistics, data science, mathematics or other relevant discipline",$6500.0 - $8500.0 Monthly
https://www.mycareersfuture.gov.sg/job/information-technology/data-engineer-scientist-durapower-technology-7828672a3abb7fd1c02b478e65ed9877?source=MCF&event=Search,DURAPOWER TECHNOLOGY (SINGAPORE) PTE. LTD.,"Data Engineer / Scientist (Python, Java, Apache Spark, AWS)",Central,Full Time,Professional,Information Technology,6000.0,8500.0,Monthly,16.0,16 Apr 2024,,,16 May 2024,"Roles & Responsibilities
About the job

The candidate with coding, and development knowledge will help Durapower to fully recognize Digital value and help them substantially create more business value and most importantly contribute to the shared vision of Durapower.

Where you fit

Durapower has been pioneering in electric cell manufacturing for over 12 years and has seen the landscape develop from early adopters into the early majority. Today they are working together with other leaders in the industry to shape the future of e-mobility and stationary storage of lithium-ion batteries. It has a presence across 21 markets across the globe headquartered in Singapore. This role is key to the success of the group's shared vision to build a robust Digital capability centered around new energy innovation and cater to decarbonized energy demand for the future.

The Digital leadership team is part of Innovation CoE, and includes a dedicated implementation team to act as the bridge between product R&D, business, and external ecosystem

What’s the role?
As a Battery Insights Date Scientist in Singapore, you will architect and maintain robust data systems. Collaborate with cross-functional teams to integrate diverse data sources, enabling accurate analysis of battery performance. Develop predictive models and work with data scientists to extract actionable insights, driving innovation in battery technology.
Stay updated on industry trends to shape data initiatives and ensure our position at the forefront of the sector. Join us in this dynamic role, contributing to informed decision-making and continuous advancements in battery technology.
Key Expectation:
Efficient Data Architecture: Design and maintain effective data pipelines and systems for seamless integration of diverse battery-related data sources, ensuring efficient and accurate representation.
Collaborative Insight Generation: Collaborate with cross-functional teams, data scientists, and analysts to transform raw data into actionable insights, developing predictive models that contribute to strategic decision-making in the battery technology sector.
Continuous Innovation: Stay abreast of industry trends and advancements, providing recommendations to shape data initiatives that keep our organization at the forefront of innovation in battery technology.
Key success measure for the role
Data Accuracy and Integrity: Success in this role is measured by the accuracy and integrity of the data systems implemented, ensuring that insights derived from battery-related data are reliable and actionable.
Innovation Impact: The role's success is also measured by the impact on innovation within the battery technology sector, including the development of predictive models and contributions to strategic decision-making that drive advancements in the field.
Core Responsibilities are as follows:

Data Architecture: Design, build, and maintain robust data pipelines and systems to efficiently collect, store, and analyze diverse battery-related data.
Integration and Collaboration: Collaborate with cross-functional teams to integrate data from various sources, ensuring a comprehensive and cohesive representation of battery performance metrics.
Predictive Modeling: Develop and implement predictive models to extract meaningful insights, contributing to strategic decision-making in the battery technology sector.
Data Analysis: Work closely with data scientists and analysts to identify patterns, trends, and anomalies in the data, translating raw information into actionable insights.
Innovation and Trends Monitoring: Stay updated on industry trends and advancements, providing recommendations to shape data initiatives that keep the organization at the forefront of innovation in battery technology.
What We Need from You
University or Master’s degree in Computer Science, Data Science, or a related field.
Demonstrable experience as a Date Scientist, with a focus on designing and implementing data architectures and pipelines, particularly in the context of battery-related data
Proficiency in data modeling and design, including SQL scripting and database administration
Strong proficiency in relevant programming languages (e.g., Python, Java), data modeling, and database management systems. Experience with tools such as Apache Spark and familiarity with cloud platforms (e.g., AWS) is a plus.
Experience in developing and implementing predictive models to extract insights from complex datasets, contributing to informed decision-making.
Understanding of battery technology, energy storage systems, and a keen interest in staying abreast of industry trends and advancements
Natural curiosity, creative and critical thinking with a learner mindset
Effective communication skills to collaborate with cross-functional teams and convey insights to non-technical stakeholders are essential",$6000.0 - $8500.0 Monthly
https://www.mycareersfuture.gov.sg/job/information-technology/product-manager-real-estate-developers-association-singapore-a8cfdb03b3b19ef621d037d670270159?source=MCF&event=Search,REAL ESTATE DEVELOPERS' ASSOCIATION OF SINGAPORE (REDAS),Product Manager,Central,Full Time,Manager,Information Technology,4500.0,6500.0,Monthly,15.0,16 Apr 2024,,,07 May 2024,"Roles & Responsibilities
Job Description

We are searching for a Product Manager to play a key role in the design and implementation of the data environment and dashboarding that is critical to the reporting and analytics for real estate developers, in the built environment. The product manager will engage with the senior project team members of developers and their value-chain partners, including asset/facilities management on their business requirements. He will be required to translate the business requirements into technical specifications to enable the technical team to deliver the implementation of the business insights dashboard. The role will also require you to work collaboratively across functional teams on internal digitalisation projects.

Responsibilities:
Initiate the onboarding of the analytics dashboard projects for the real estate developers that includes the gathering of business requirements and effecting the technical implementation and deployment of the technical solution.
Execute the project management and close tracking of the project progress including scheduling project management meetings, detailed monitoring and tracking of project tasks and activities daily.
Collaborate and work with the technical team on the technical setting up, system testing and user acceptance testing.
Coordinate and manage external hardware and software vendors in providing the technical solution and implementation.
Support and manage vendors and service providers to ensure system performance that meets users’ requirements, including validation of security and backup solutions.
Management and administration of project including account administration such as customer feedback, billing/invoicing.Initiate the onboarding of the analytics dashboard projects for the real estate developers that includes the gathering of business requirements and effecting the technical implementation and deployment of the technical solution.
Execute the project management and close tracking of the project progress including scheduling project management meetings, detailed monitoring and tracking of project tasks and activities daily.
Collaborate and work with the technical team on the technical setting up, system testing and user acceptance testing.
Coordinate and manage external hardware and software vendors in providing the technical solution and implementation.
Support and manage vendors and service providers to ensure system performance that meets users’ requirements, including validation of security and backup solutions.
Management and administration of project including account administration such as customer feedback, billing/invoicing.
Requirements:
Degree or Diploma in Computer Science or Data Science/Analytics.
At least 2 years’ experience in developing and implementing solutions with Microsoft Power Platform, including Power BI, Power Apps, Power Automate, Power Query.
Able to produce complex reports/dashboards e.g., DAX using Power BI and integrate using Power BI Embedded.
Working experience with relational databases, as well as on ETL pipeline.
Working experience with Office365 services SharePoint, MS-SQL, and Azure services.
Experience in Software Development Life Cycle (SDLC) which includes business requirements study, functional/technical specifications, designing, developing, testing, and deploying the application, and providing production support.
Willing to learn and adapt emerging technologies.
Ability to work independently and effectively in a team environment.
Good communication skills.
Good project management skills.
Fresh graduates are welcome to apply.",$4500.0 - $6500.0 Monthly
https://www.mycareersfuture.gov.sg/job/engineering/azure-data-engineer-psa-corporation-551b1ea19086d1847b4bc82c4b8c30ca?source=MCF&event=Search,PSA CORPORATION LIMITED,Azure Data Engineer,South,Full Time,Professional,Engineering,5000.0,7000.0,Monthly,18.0,16 Apr 2024,,,30 Apr 2024,"Roles & Responsibilities
As a member of #TeamPSA, you will be part of a diverse and global team at the forefront of creating cargo solutions to enable more agile, resilient and sustainable supply chains. Experience first-hand and drive supply chain transformation from Singapore and through PSA’s global network of ports, logistics and supply chain solutions. Alongside, we can move the world!
Develop Your Potential: We emphasise and offer exciting rotations, learning and development opportunities, which will fuel your career aspirations and complement your business exposure across our global network.
Diverse, Equal Opportunity: We build a sustainable work culture where all our people feel welcome, valued, respected and able to express their ideas and beliefs freely. We believe that diversity of thought and approaches in our workplace makes us stronger as a team.
Competitive Compensation & Benefits: We are committed to recognising and rewarding your contributions to the business. Our benefits packages aim to improve your quality of life by providing support for medical, dental, recreation, among others.
You will be engaged as a Data Engineer in PSA Group Data For Excellence (DFE), supporting PSA’s Data Analytics initiatives and PSA Global Data Analytics Platform (GDAP). Besides creating and maintaining data pipelines, data models; enhancing GDAP features; you will work with other DFE members to promote data culture and data analytics competency within PSA.
Job Description:
Work with PSA business units globally to set up their data analytics needs within GDAP
Enable the timely availability of good quality data to facilitate data oriented management decisions
Work with new data sources from around the world to provide data to our Global Data Analytics Platform built on Azure Cloud
Implement automated Data Quality measures to sieve out bad quality data for timely rectifications by data sources
Design, construct and maintain Datawarehouse models to support PSA global, regional and local business units data analytics needs
Create and maintain data pipelines to transform and load data from data lake into Datawarehouse models
Create and maintain data science sandbox, machine learning tools, Databricks, data marts, data catalogue, data lineage, etc
Continuous enhancement of GDAP to keep the platform relevant and ready
Work and collaborate with PSA data analytics team at all stages of CRISP-DM Methodology
Align to PSA data analytics policy, standards and best practices and document as required
Jointly organize data analytics workshops and data seminars to promote data culture and data analytics competency within PSA
Technical Requirements:
Degree from a recognised university, preferably in Data Analytics or Computer Science domain;
Must have hands-on experience as a Data Engineer using Microsoft data tools;
Must have knowledge of data warehouse concept (Star, snowflake or data vault) methodology and experience in designing data warehouse dimensional modelling;
Must have hands-on experience in Azure Data Factory, Azure Synapse Analytics / Datawarehouse and Azure Analysis Services;
Preferably with relevant certifications from Microsoft including Azure Data Engineer Associate;
Knowledge of Microsoft Power App, Azure Databricks, Azure HDInsight or Power BI or Microsoft MDS or R or .Net or C# or NoSQL or open source data analytics software will be advantageous.
Fresh local graduate with relevant skillsets and hands-on experience will be considered.
Soft Skills Requirements:
Analytical, meticulous, team player;
Strong written and oral communication skills in English. Ability to communicate in additional languages is added advantage;
Strong interpersonal skills to liaise effectively with users and stakeholders; overcoming challenges of language, cultural and time zones;
Ability to work under pressure towards fixed deadlines without jeopardizing standard of work.",$5000.0 - $7000.0 Monthly
https://www.mycareersfuture.gov.sg/job/information-technology/research-engineer-skywork-ai-a3cb91bf21bb0ede7c6046c25e9d29b8?source=MCF&event=Search,SKYWORK AI PTE. LTD.,Research Engineer (Experienced),South,Full Time,Professional,Information Technology,14000.0,19000.0,Monthly,8.0,16 Apr 2024,,,16 May 2024,"Roles & Responsibilities
Summary:
Skywork AI Singapore welcomes enthusiastic and forward-thinking research engineers to join our dynamic team at the Kunlun-2050 Research Lab Singapore. Being a new entrant in Singapore’s R&D landscape, we are dedicated to pushing the boundaries of Artificial General Intelligence (AGI) through foundational and application research, with a particular focus on Foundation Model 2.0 and Agents. Foundation Model 2.0 encompasses various dimensions, including pioneering new foundation modes and applications, optimizing training and inference acceleration, and conducting theoretical studies to enhance interpretability. Our work on Agents delves into both virtual and physical agents, propelling us into the forefront of AGI development.
We invite individuals who share our passion for AGI advancement and are eager to make their mark in the field to apply and become a vital part of our evolving team. Join us to contribute to cutting-edge research and explore the potential for technology transfer into Skywork AI's core products.

Key Responsibilities:
Implement intricate algorithms and enhance model scalability
Provide comprehensive engineering support to the research team
Develop reusable libraries to support research in AGI field, focusing on Foundation Model 2.0 and Agents.
Collaborate closely with our interdisciplinary team to publish influential research findings in top-tiered conferences and journals, making a significant impact on the AGI community.
Actively explore technology transfer opportunities into Skywork AI's core products.
Desirable Experience:
Hold a Master's degree or higher in computer science, statistics, engineering, applied mathematics, data science or related fields
Possess more than three years of related work experience
Demonstrated proficiency in programming languages
Hands-on experience with deep learning frameworks and familiar with development tools
Actively contribute to open-source projects
Achievement in programming competitions and regional contests
Attain esteemed recognition within the academic and professional community
Apply:
If you're excited to be part of our cutting-edge research team in the AGI space, please send your latest Curriculum Vitae to michelle@kunlun-inc.com to explore this exciting opportunity.
Skywork AI Singapore is committed to fostering diversity and welcomes candidates from all backgrounds to apply. Join us in shaping the future of AGI at Kunlun-2050 Research Lab. Your contributions can be instrumental in defining our journey as a new start-up in this dynamic field",$14000.0 - $19000.0 Monthly
https://www.mycareersfuture.gov.sg/job/information-technology/research-engineer-skywork-ai-5aa05a0e71d745ff1008049f9774698b?source=MCF&event=Search,SKYWORK AI PTE. LTD.,Research Engineer,South,Full Time,Fresh/Entry Level,Information Technology,8000.0,15000.0,Monthly,11.0,16 Apr 2024,,,16 May 2024,"Roles & Responsibilities
Summary:
Skywork AI Singapore welcomes enthusiastic and forward-thinking research engineers to join our dynamic team at the Kunlun-2050 Research Lab Singapore. Being a new entrant in Singapore’s R&D landscape, we are dedicated to pushing the boundaries of Artificial General Intelligence (AGI) through foundational and application research, with a particular focus on Foundation Model 2.0 and Agents. Foundation Model 2.0 encompasses various dimensions, including pioneering new foundation modes and applications, optimizing training and inference acceleration, and conducting theoretical studies to enhance interpretability. Our work on Agents delves into both virtual and physical agents, propelling us into the forefront of AGI development.
We invite individuals who share our passion for AGI advancement and are eager to make their mark in the field to apply and become a vital part of our evolving team. Join us to contribute to cutting-edge research and explore the potential for technology transfer into Skywork AI's core products.

Key Responsibilities:
Implement intricate algorithms and enhance model scalability
Provide comprehensive engineering support to the research team
Develop reusable libraries to support research in AGI field, focusing on Foundation Model 2.0 and Agents.
Collaborate closely with our interdisciplinary team to publish influential research findings in top-tiered conferences and journals, making a significant impact on the AGI community.
Actively explore technology transfer opportunities into Skywork AI's core products.
Desirable Experience:
Hold a Bachelor’s degree or higher in computer science, statistics, engineering, applied mathematics, data science or related fields
Possess more than three years of related work experience
Demonstrated proficiency in programming languages
Hands-on experience with deep learning frameworks and familiar with development tools
Actively contribute to open-source projects
Achievement in programming competitions and regional contests
Attain esteemed recognition within the academic and professional community
Apply:
If you're excited to be part of our cutting-edge research team in the AGI space, please send your latest Curriculum Vitae to michelle@kunlun-inc.com to explore this exciting opportunity.
Skywork AI Singapore is committed to fostering diversity and welcomes candidates from all backgrounds to apply. Join us in shaping the future of AGI at Kunlun-2050 Research Lab. Your contributions can be instrumental in defining our journey as a new start-up in this dynamic field",$8000.0 - $15000.0 Monthly
https://www.mycareersfuture.gov.sg/job/information-technology/trust-technologies-research-analyst-eames-consulting-group-f4a7e1f7199eea286586dca5dcbbce46?source=MCF&event=SuggestedJob,EAMES CONSULTING GROUP (SINGAPORE) PTE. LTD.,Trust Technologies Research Analyst (Cyber and Artificial Intelligence),Central,Permanent,Middle Management,Information Technology5 Years Exp,6000.0,10000.0,Monthly,11.0,01 Apr 2024,,,01 May 2024,"Roles & Responsibilities
Our client, an established local organization at the forefront of exciting digital transformations, is looking for a Trust Technologies Research Analyst to join their Cyber and AI research team here in Singapore. As a Trust Technologies Research Analyst, you will be play a pioneering role in advancing trust technologies, such as trustworthy AI and privacy-preserving techniques, and develop innovative solutions that enhance the safety and reliability of AI systems.

Responsibilities
Conduct cutting-edge research and develop proof-of-concepts in trust technologies, including trustworthy AI and privacy-preserving techniques.
Create Proof-of-Concept tools and devise novel methodologies to assess the safety of AI systems, accompanied by detailed technical documentation.
Collaborate closely with product managers, data scientists, and engineers to design and develop minimum viable products centred around trust-related products.
Craft thought leadership articles, blogs, and papers to share insights and educate others on our research in trust technologies, elevating overall competency in emerging areas.
Engage in demonstrations, presentations, and knowledge-sharing sessions to disseminate knowledge and foster understanding of trust technologies.
Cultivate relationships with global partners and researchers to remain abreast of the latest trends, bolstering Singapore's influence in this domain, and representing our organization at international research forums.
Qualifications
Strong background in cybersecurity and trust technologies, with experience in areas such as trustworthy AI and privacy-preserving techniques.
Proficiency in developing Proof-of-Concept tools and conducting assessments of AI system safety.
Excellent communication skills, with the ability to articulate complex technical concepts through thought leadership articles, presentations, and knowledge-sharing sessions.
If you are passionate about trust technologies and eager to contribute to groundbreaking research in this field, apply now to join the team",$6000.0 - $10000.0 Monthly
