job title,description,company,salary range,url
"Gov Projects* Business Analyst | Digitalization
","IT Business Analyst | Agile
Working Hours: Monday to Friday, Hybrid Working Arrangement
Working Location: Central
Remuneration package: Up to $8,500 + AWS
We are seeking a talented and experienced Business Analyst to join our dynamic team. With a focus on innovation and delivering cutting-edge technology solutions, we are at the forefront of the tech industry. We are committed to creating an inclusive and diverse workplace where everyone can thrive.

What To Expect:
Partner with the users' business teams to elicit citizen/business needs through human-centric, visual methods such as service journeys and develop the appropriate business case.
Apply Design Thinking / Service Design methodology and tools to develop and execute the approach to derive current state gaps and challenges, and future state design and solutions.
Work with project teams to develop user stories, functional/technical specifications and acceptance criteria.
Evaluate and recommend suitable technology while aligning with company’s technology directions (such as cloud-based, enterprise architecture and modernization of legacy systems).
Identify and adopt the appropriate development methodology (e.g. Agile or Waterfall) in an Outsourced, Co-Sourced or In-house development environment.
Where Agile methodology is adopted, to lead and participate in Agile practices and ceremonies.
Good to have: AWS cloud certifications and hands-on experience with AWS cloud environment.

How To Succeed:
At least 3 years of working experience in IT business analysis, application solutioning design and testing.
Participated in at least one full software or product development cycle, preferably using Agile Methodology.
Strong analytical, conceptualization, and problem-solving skills.
Good communication skills with the ability to pitch ideas and influence.
A driven and motivated personality with an inquisitive mind.
Ability to learn and apply.

If you are excited about this opportunity and enjoy making things happen, do apply now!

OR

Email your updated resume to: spat(at)scientecpersonnel.com by quoting ""J44243"" in your email subject for faster processing.
All job applications will be processed with strict confidence, and only shortlisted candidates will be contacted.

Aloysius Tan Sheng Rong - R22110441
ScienTec Consulting Pte Ltd - 11C5781",SCIENTEC CONSULTING PTE. LTD.,"$5,000 - $8,500 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=0&vjk=7877f0eed5e21634&advn=179800443906298
"Business Analyst
","Requirements:
Min 9 - 10 years’ experience required, IT related tertiary education.
Proven experience of at least 5 -6 years' in a lead role.
Strong understanding of Agile methodologies such as Scrum, Kanban, or SAFe.
Proven leadership skills with the ability to motivate and guide cross-functional teams.
Excellent communication, negotiation, and stakeholder management skills.
Experience with Agile tools such as JIRA & Confluence.
Certification as a Scrum Product Owner or Certified Scrum Master or equivalent is a must.
Having business analysis work experience with SG Public Sector is a plus.
Having business analysis work experience with large scale digital transformation projects is a plus.",JANUARY CONSULTANCY SERVICES PTE. LTD.,"$8,500 - $10,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=0&vjk=743353814bf59093&advn=179800443906298
"Market Data Business Analyst
","Job Description:
Job Purpose
ICE Fixed Income and Data Services (IDS), a leading provider of financial market data, has an opening in a team of highly specialized real-time market data specialists who support the real-time feeds and desktop business verticals.

The individuals on this team acquire and maintain a detailed understanding of Exchange and other 3rd party market data “raw” feeds, and the associated market conventions for those sources. This knowledge will then be applied to produce the business requirements documents which will be used by the technology team to write software which consumes and normalizes the market data into IDS’s standard data model.

The individuals on this team are expected to be the “go to” people for all questions regarding the “raw” feed technical specifications, how they are translated into IDS’s standard data model, and the local market conventions which drive those decisions. The individuals will be responsible for both establishing rules for new feeds as well as articulating requirements for changes to existing feeds as they arise. Team members also interact with client facing staff, and sometimes directly interact with clients, in order to determine exact requirements for enhancements and modifications to existing data presentations.

Responsibilities
Understanding Market Data Conventions - Achieve deep understanding of the market conventions for each relevant data source (market conventions include such things as how instruments are traded, special trading conditions that can occur and how they impact various derived data such as VWAPs, daily highs and lows, etc., trading units, minimum trade sizes, etc). Market Data Conventions must be understood from the perspective of the provider (exchange), the vendor (IDS), and the customer.
Writing Content Requirements - Review new or modifications to feed specifications provided by the Exchange or 3rd party source, and translate such specifications into detailed and documented business rules for the Development team to implement. Such rules include mapping of incoming fields to the IDS data model, defining appropriate rules/business logic for correctly calculating derived data such as VWAPs, highs/lows, normalizing trade condition codes into the IDS global standard, and defining how fields need to be presented to customers (e.g., ensuring proper scaling of numbers).
Ownership of Requirements - Ensuring all requirements, both new and changes, are reviewed, acknowledged, and properly handed off to the appropriate technology and business teams as quickly as possible.
Monitoring for Changes - Monitoring exchange and 3rd party source change notifications, and ensuring that tickets are immediately raised and analyzed for impact to accommodate the change.
Content QA Support - Working with content QA teams to ensure any new/changed data is appropriately tested to ensure compliance with the business rules defined by this individual in the aforementioned requirements documentation.
Proactive Improvements – Proactively review of existing market data implementations, followed by sensible suggestions for improvements based on knowledge of local and global market conventions.
Reporting / Support – Keeping appropriate managers and other groups informed of progress in key areas of market data content changes and improvements. Supporting appropriate client facing personnel in matters of content modeling and quality, with a view towards superior client satisfaction and increased sales.
Knowledge and Experience
Detail oriented
Excellent verbal and written English language skills
Excellent verbal and written Mandarin language skills
Ability to read and understand technical specifications provided by Exchanges and other 3rd party sources
Prior experience working for a market data vendor, specifically in the area of real-time data feed processing, either as a business analyst or a content specialist. Ability to explain challenges with respect to ingest and normalization of real-time market data.
Ability to acquire detailed knowledge of market trading rules and conventions for various Exchange and other 3rd party / OTC venues through independent research, networking amongst internal and external peers, industry forums, reference materials provided by the Exchanges and other 3rd parties, etc.
Ability to create well written, concise and comprehensive business requirement documents which clearly define how Development should implement support for a new or modified market data feed such that it conforms to the IDC defined data model standards and any and all relevant local market rules and conventions.
Preferred Qualifications
Deep knowledge of ‘raw’ exchange feeds across at least one geography but preferably across multiple geographies. Global knowledge is best in class. Expertise in C&E markets is a plus.
Experience in quality assurance in either software or content products
Knowledge of financial services, data vendors, end user customer firms
Bachelor’s or equivalent university degree
Schedule
This role is on-site in our Singapore Office.","Intercontinental Exchange Holdings, Inc.",,https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=0&vjk=00470dcd4485b75c
"Business Analyst (BCBS239 Compliance)
","We are seeking a skilled Business Analyst to join our team . The primary responsibility of this role is to assist in BCBS239 documentation and lineage documentation. The ideal candidate should possess strong SQL understanding, with the ability to grasp concepts quickly. Basic knowledge of RWA (Risk Weighted Assets)
Collaborate with stakeholders to gather requirements and understand business needs related to BCBS239 compliance.
Assist in documenting BCBS239 compliance frameworks, policies, and procedures.
Analyze data lineage and document data flows within the organization's systems.
Utilize SQL skills to query databases and extract relevant data for analysis and documentation.
Work closely with technical teams to ensure accurate representation of data lineage and compliance requirements.
Conduct gap analysis to identify areas for improvement in BCBS239 compliance processes.
Provide support in implementing solutions to address compliance gaps and improve data lineage.
Stay updated with regulatory requirements and industry best practices related to BCBS239 compliance.
Requirements
Proven experience as a Business Analyst, preferably in a financial services environment.
Strong understanding of BCBS239 regulations and requirements.
Proficiency in SQL with the ability to write complex queries for data analysis.
Ability to quickly grasp complex concepts and adapt to changing requirements.
Basic knowledge of Risk Weighted Assets (RWA) and Expected Credit Loss (ECL) concepts is advantageous.
Excellent analytical and problem-solving skills.",Unison Consulting Pte Ltd,,https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=0&vjk=ea1124de1b96ff55
"Technical Business Analyst
","Mandatory Skills • As a Business Analyst, you will be involved in the software development life cycle and agile methodology from project initiation, requirements, application development, implementation, maintenance and post-implementation review phases. • The broad area of your role covers the following: • Liaise extensively with external, internal clients and vendors; • Lead design thinking sessions and requirements discussion with customers; conduct requirement analysis to ensure the implementation feasibility of functional specifications. Highlight requirement gaps, disproportional construction efforts, technical challenges and any other issues; • Successfully translate users’ requirements into use cases, technical solutions; • Present and communicate functional requirements and use cases to the technical and development teams and ensure system meets functional and system requirements; • Define system-level application architecture, high-level and detailed design, architectural policies and principles, implementation risks and mitigation measures, etc; • Engage customers to explain the rationale of architecture’s selection, or other technical issues; • Prepare documentation, such as requirements and functional specification, design specification, enterprise class structure, data and application management framework, interfacing, infrastructure requirements, data migration approach, etc; work closely with customers to review and sign-off documentation; • Prepare system training programs and conduct training to the customers; • Develop test plans, cases and results and trace to requirements to ensure comprehensive test coverage. Measure test results with customers’ required outcome; • Perform functional and backend testing, review results and logs, resolve test issues and ensure application quality; • Perform test briefing to the stakeholders and support UAT. • Trouble-shoot system problems faced by the project team, customers and follow up till resolution; • Conduct change impact analysis on customers’ requests in a change management lifecycle; • Work with local and off-shore teams to deliver projects on the technical aspects; • Prepare solutions and proposal for pre-sales activities; Requirements : • Must have experience working in banking domin; • Degree in Computer Science and Engineering; • Minimum 2 years onwards of relevant experience as a Business Analyst and tester in Java environment. • Strong analytical skills and possess stamina in following up on issues reported till its resolution; • Experience in issues/problems and change management processes; • Ability in analysing system backend logs and performing data mapping and categorisation; • Able to perform functional and backend testing activities and ensure traceability to requirements; • Self-motivated with a positive “can-do” attitude, creative with excellent presentation, good writing and communication, negotiation and interpersonal skills including strong persuasive technique and an eye for details; • Development skillset Java environment, well verse in Jira and SQL is an added advantage; • Able to work under stringent timeline and exhibit commitment to project completion; • Strong customer-service orientation and good presentation skills; • A Good Team Player.",ITCAN PTE. LIMITED,"$4,000 - $8,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=0&vjk=cf80077302d80e26&advn=179800443906298
"Business Analyst (BCBS239 Compliance)
","We are seeking a skilled Business Analyst to join our team . The primary responsibility of this role is to assist in BCBS239 documentation and lineage documentation. The ideal candidate should possess strong SQL understanding, with the ability to grasp concepts quickly. Basic knowledge of RWA (Risk Weighted Assets)
Collaborate with stakeholders to gather requirements and understand business needs related to BCBS239 compliance.
Assist in documenting BCBS239 compliance frameworks, policies, and procedures.
Analyze data lineage and document data flows within the organization's systems.
Utilize SQL skills to query databases and extract relevant data for analysis and documentation.
Work closely with technical teams to ensure accurate representation of data lineage and compliance requirements.
Conduct gap analysis to identify areas for improvement in BCBS239 compliance processes.
Provide support in implementing solutions to address compliance gaps and improve data lineage.
Stay updated with regulatory requirements and industry best practices related to BCBS239 compliance.
Requirements
Proven experience as a Business Analyst, preferably in a financial services environment.
Strong understanding of BCBS239 regulations and requirements.
Proficiency in SQL with the ability to write complex queries for data analysis.
Ability to quickly grasp complex concepts and adapt to changing requirements.
Basic knowledge of Risk Weighted Assets (RWA) and Expected Credit Loss (ECL) concepts is advantageous.
Excellent analytical and problem-solving skills.",Unison Consulting Pte Ltd,,https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=10&vjk=ea1124de1b96ff55
"Data Analyst
","Key Responsibilities
Data Visualization : Craft intuitive dashboards that represent data in a comprehensible manner, transforming data into stories
Statistical Analysis : Employing techniques to reveal trends, patterns, and anomalies within datasets to make sense of the numbers.
Collaboration : Working closely with business analysts and stakeholders to understand domain knowledge and deliver meaningful insights.
Data Processing : Utilizing SQL for data extraction and manipulation, ensuring data-driven decision-making. Apply technical expertise in quantitative analysis, data mining, predictive modelling, and presentation of data to derive insights that value-add to management decision making (e.g. hypothesis testing, validation of business cases, development of data products and predictive models)
Required Skill Set
Programming Skills : Proficiency in Python, r, and SQL for data manipulation and analysis.
Analytical Skills : Ability to interpret complex data and derive trends.
Communication Skills : Effectively conveying findings to non-technical stakeholders.
Tools Proficiency : Mastery in Excel, Power BI, and other data visualization frameworks.

Job Requirements
Good Postgraduate (Master’s or PhD) / Bachelor’s Degree in Computer Science, Data Science, Data Engineering or equivalent.
Strong background in statistical modelling, machine learning, and experience in developing end-to-end data analytics solutions.
Excellent project management and organisational skills, able to handle multiple tasks and prioritise projects to meet deadline
Excellent statistical and data management skills, proficient in analytics tools such as Tableau and PowerBI",KENNETH & CO PTE. LTD.,"$5,000 - $6,500 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=10&vjk=a4d9772f5f3a8b07
Business Analyst ,"To Determine operational objectives by studying business functions; gathering information; evaluating output requirements and formats
Construct workflow charts and diagrams; studying system capabilities; writing specifications
Define project requirements by identifying project milestones, phases and elements
Collaborate well with users, development and test team to make sure delivery meets user requirement
Job Types: Full-time, Contract, Permanent
Benefits:
Professional development
Schedule:
Day shift
Monday to Friday",ITCAN Pte Ltd,,https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=10&vjk=467b262d5f7db631
Business Analyst ,":
Engagement with business, capture business requirements accurately, comprehensively and without ambiguity, facilitate traceability and in harmony with existing system functionality
Play a consultant role to business in coming with multiple options for solutions and initiatives
Coordinate internal/business review and get business signoff for the project cost, plan, specifications etc
Be the bridge between Business and Technology team during solution and all phases of SDLC and/or Agile/SCRUM sprints/delivery.
Know market intelligence, regulatory requirements for trade finance business

Key Roles and Responsibilities:
To engage business managers and end users to understand requirements
Elicit requirements, prioritise and analyse requests, design business processes, workflows and user interfaces, review of functional specifications and data mapping templates
Perform specific cross-asset class analysis on in scope countries to aid decision-making on the most appropriate solution, for e.g. entities in scope, unique identifiers etc
Work with Delivery and Project Office as well as other internal IT departments, IS and vendor organizations to design optimal solutions, ensure requirements are transformed into effective solutions, within cost and schedules and quality adhering to the bank’s standards, guidelines and policies
Involve in high level technical design/implementation discussions and contribute from business perspective
Prepare / review test scenarios and test cases, support test utility team for SIT, support user for UAT and other related activities to ensure business needs are met
Ensure gaps in deliverables are identified early and addressed effectively
Ensure Business stakeholders' expectations are met
Collaborate with Application / Service Owners as the Process Management counterpart in the management of service
Provide thought leadership within own area of responsibility and BA profession within the bank
Provide SME support to extended IT teams such as EDW by articulating requirements
Provide support to architecture committee and project teams to ensure that target operating models are progressing in line with the preferred strategic architecture / chosen architectures
Prepare and deliver selective analysis presentations to aid decision-making by governance forums and facilitate sessions when required
Attend working group calls, operating committee meetings and other relevant meetings when required
Other similar support activities as required

Qualifications

Requirement:
At least 8-10 years of relevant business analysis experience in financial services environment
Strong business knowledge of Trade Finance products including Letter of Credit, Bank Guarantees, Standby Credits, Collections, Trade Financing, Participation Loans, Supply Chain Management, Factoring, Fund Transfers, Forex Payments, Accounting and SWIFT
Good cross product knowledge - impact of trade to loans and limits
Able to demonstrate end to end flow of product and roles and responsibilities from front office to middle office to back office
Strong analytical skills with the ability to assimilate information quickly and gain consensus from multiple stakeholders when required
Good oral and written communication skills, including documentation and presentation skills
Comfortable communicating across business divisions and levels of seniority
Strong team player with the ability to take ownership and deliver independently
Able to work under pressure with tight deadlines and/or multiple projects
Strong interpersonal skills required to liaise with other subject matter experts to problem solving issues or generating ideas
Possess initiative, drive and excellent attention to detail
Understanding of technology and development lifecycle – experience in both SDLC & Agile/SCRUM delivery
Experience in tools such as Visio, Powerpoint, Excel, SQL
Familiar with object-oriented architectural concepts and database concepts

Primary Location: Singapore
Job: Technology Solutions
Organization: Group Operations & Technology Division
Schedule: Permanent
Job Posting: 09-Apr-2024, 3:35:22 AM",OCBC Bank,,https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=10&vjk=fca103bf5ac716de
"IT Business Analyst
","Responsibilities:
Plan and execute IT applications roadmap
Manage projects for implementation of IT application system
Analyze and develop application systems to support business operations
Provide first level system support and helpdesk service for application users
Administer and ensure IT Business Application Systems are functioning at optimal level
Perform periodic system maintenance and propose and plan for Application upgrades
Requirements:
Bachelor’s Degree in Computer Science, Information Technology or related discipline
At least 3 years of experience in designing, development and implementation of IT systems, such as on MS SharePoint platform, as well as administration of MS SQL Database
At least 3 years of development and application support experience in MS SharePoint, Nintex forms and workflows
Experienced in BI tools such as Qliksense and Power BI and familiar with SDLC methodologies
Strong analytical and problem solving skills
Resourceful and ability to work independently
Possess good communication skills
Able to work overtime if required",LWC ALLIANCE PTE. LTD.,"$7,000 - $13,000 a month ",https://sg.indeed.com/jobs?q=business+analyst&l=Singapore&sort=date&start=10&vjk=d3d3a3bdfed40107&advn=179800443906298
